UTC,Pack_count,DeltaQ0,DeltaQ1,DeltaQ2,DeltaQ3,q0,q1,q2,q3,RollRate,PitchRate,YawRate,Roll,Pitch,Yaw,RealAccX,RealAccY,RealAccZ,FreeAccX,FreeAccY,FreeAccZ,DeltaVX,DeltaVY,DeltaVZ,Lat,Long,Height,VelX,VelY,VelZ,IMUTemp,FixType,NumSV,StatusWord,PATemp,LoRaRSSI,LoRaSNR,
08:02:58:52,472,1  5.3931e-06  1.4477e-05  4.4896e-06,0.92217  -0.0034861   0.0035786    -0.38675,0.0010786   0.0029011  0.00089788,-0.526991      0.22366     -45.5066,-0.031555   -0.093079      9.7969,0.0025921  -0.0069122    0.014519,-0.00031276 -0.00093186    0.097943,0  0  0,0  0  0,31.2031,0,0,00000000,25.9063,-50,6.5,
08:02:58:90,473,1  6.0764e-06  6.9686e-06  1.1443e-05,0.92212  -0.0034775   0.0035615    -0.38688,0.001215   0.0013924   0.0022888,-0.525365     0.222169     -45.5223,-0.036285   -0.083008      9.7969,0.0059814   0.0035954    0.017838,-0.00036157 -0.00083158    0.097977,0  0  0,0  0  0,31.2031,0,0,00000000,26,-50,6.75,
08:02:59:28,474,1  6.3942e-06  8.8766e-06  1.5166e-05,0.92198  -0.0034359   0.0036879     -0.3872,0.0012789   0.0017757   0.0030327,-0.526645     0.237181     -45.5619,-0.026245   -0.087463      9.8047,0.011887  -0.0083618    0.022324,-0.00026074 -0.00087571    0.098022,0  0  0,0  0  0,31.1719,0,0,00000000,26.3906,-50,6.5,
08:02:59:66,475,1   4.891e-06  2.6337e-05 -4.5218e-06,0.92191  -0.0034085   0.0037366    -0.38737,0.00097847   0.0052719 -0.00090456,-0.52596     0.243455     -45.5831,-0.036438   -0.093872      9.8047,0.0011225  -0.0066605    0.024521,-0.00035908 -0.00093965    0.098043,0  0  0,0  0  0,31.1719,0,0,00000000,25.6719,-50,6.5,
08:03:00:03,476,1  5.6232e-06  2.6788e-06  2.1529e-05,0.92186  -0.0034153   0.0036709     -0.3875,0.0011244  0.00054073   0.0043068,-0.523798     0.236128     -45.5993,-0.04834   -0.088379      9.7969,-0.0048485   0.0066338    0.016022,-0.00048292 -0.00088482    0.097958,0  0  0,0  0  0,31.1719,0,0,00000000,26,-50,6.75,
08:03:00:41,477,1  5.5223e-06  1.7428e-05  3.0874e-06,0.9218  -0.0034147   0.0037313    -0.38763,0.0011044   0.0034924   0.0006175,-0.526451     0.242463     -45.6155,-0.01342   -0.081848      9.7969,0.025543    -0.01442    0.015778,-0.00013077 -0.00081943    0.097958,0  0  0,0  0  0,31.1875,0,0,00000000,25.9063,-49,6.25,
08:03:00:79,478,1  4.6607e-06  7.8341e-06  1.9896e-05,0.92179  -0.0034224   0.0036888    -0.38765,0.00093222   0.0015726   0.0039787,-0.525379     0.237619     -45.6185,-0.037415   -0.088989      9.7891,0.0027275   -0.001708   0.0086594,-0.00037257 -0.00089107    0.097885,0  0  0,0  0  0,31.1875,0,0,00000000,25.75,-50,6.5,
08:03:01:16,479,1 -8.2797e-07  2.3325e-05  -6.997e-06,0.92172  -0.0034548   0.0036263    -0.38782,-0.00016558   0.0046654   -0.001399,-0.526063      0.22948     -45.6392,-0.033691   -0.098267      9.7969,-0.001812  -0.0098724    0.017776,-0.00033238 -0.00098262    0.097976,0  0  0,0  0  0,31.1875,0,0,00000000,25.8281,-50,6.5,
08:03:01:54,480,1  6.1755e-06  8.1616e-06  1.6347e-05,0.92162  -0.0034425   0.0036857    -0.38805,0.001235   0.0016375   0.0032692,-0.527466      0.23617     -45.6687,-0.038788   -0.090881      9.7969,0.00060272  -0.0015888    0.019806,-0.00038626    -0.00091    0.097996,0  0  0,0  0  0,31.1875,0,0,00000000,25.9063,-50,6.5,
08:03:01:92,481,1  5.7364e-06  1.6862e-05  4.9803e-06,0.92152  -0.0034306   0.0037891     -0.3883,0.0011473   0.0033741  0.00099564,-0.530879     0.247478     -45.6996,-0.036804   -0.077087      9.7969,0.013725   0.0055313    0.017593,-0.00036481 -0.00077197    0.097976,0  0  0,0  0  0,31.1875,0,0,00000000,26.4688,-49,6.25,
08:03:02:30,482,1     8.9e-06 -1.0149e-06  2.8123e-05,0.92154  -0.0034593   0.0036889    -0.38825,0.0017796 -0.00020146   0.0056229,-0.529435     0.235646     -45.6926,-0.03244   -0.099426      9.7891,-0.0011253   -0.011742    0.011177,-0.00032444 -0.00099584    0.097909,0  0  0,0  0  0,31.1875,0,0,00000000,25.8281,-50,6,
08:03:02:67,483,1  2.1684e-07  2.6962e-05 -3.7435e-06,0.92152  -0.0034455   0.0037205     -0.3883,4.3333e-05    0.005394 -0.00074863,-0.529393     0.239569     -45.6995,-0.032928   -0.097961      9.7969,0.00060368   -0.011093    0.016739,-0.00032388  -0.0009794    0.097965,0  0  0,0  0  0,31.1875,0,0,00000000,26,-50,6.5,
08:03:03:05,484,1  8.6861e-06  2.2851e-05 -3.7946e-06,0.9214   -0.003406   0.0038324    -0.38857,0.0017376     0.00457 -0.00075912,-0.530286     0.252986     -45.7333,-0.044678   -0.088745      9.7969,0.00053453   0.0021801    0.018494,-0.00044241 -0.00088885    0.097983,0  0  0,0  0  0,31.2031,0,0,00000000,25.75,-50,6.25,
08:03:03:42,485,1  9.7369e-06  5.3914e-06  2.0563e-05,0.92135  -0.0033964   0.0037324     -0.3887,0.0019474   0.0010824   0.0041122,-0.524852     0.242773     -45.7495,-0.028458   -0.087341      9.7969,0.010712  -0.0076714    0.019257,-0.00028342 -0.00087549    0.097992,0  0  0,0  0  0,31.2031,0,0,00000000,26,-50,6.5,
08:03:03:80,486,1   1.113e-06  9.8288e-06  1.2363e-05,0.92131  -0.0034383   0.0037046    -0.38879,0.00022256   0.0019665   0.0024719,-0.528059     0.237924     -45.7597,-0.036316   -0.087036      9.7969,0.0054436 -0.00079679    0.018051,-0.00036107 -0.00087062    0.097979,0  0  0,0  0  0,31.2031,0,0,00000000,26.0781,-50,6.5,
08:03:04:18,487,1  9.3512e-06 -3.3385e-06  3.3245e-05,0.92121  -0.0034472   0.0037509    -0.38902,0.0018702  -0.0006628    0.006649,-0.531116     0.242291      -45.789,-0.035095   -0.088806      9.8047,0.0056877  -0.0029755    0.024048,-0.00035148 -0.00088982    0.098039,0  0  0,0  0  0,31.2031,0,0,00000000,25.9063,-50,6.75,
08:03:04:56,488,1  6.4092e-06  2.2165e-05 -1.5481e-06,0.92119  -0.0034475   0.0037098    -0.38908,0.0012817   0.0044289 -0.00030971,-0.529338     0.237903     -45.7966,-0.036438   -0.091064      9.7891,0.0026016  -0.0036507   0.0055389,-0.00035991  -0.0009119    0.097854,0  0  0,0  0  0,31.2031,0,0,00000000,23.7344,-50,6.5,
08:03:04:93,489,1  4.4568e-07  1.6413e-05  3.6414e-06,0.92113  -0.0034406    0.003751    -0.38922,8.9169e-05   0.0032864  0.00072813,-0.530476     0.242476     -45.8135,-0.039734   -0.071472      9.7969,0.015091    0.012131    0.013519,-0.00039413 -0.00071502    0.097935,0  0  0,0  0  0,31.2031,0,0,00000000,26,-50,6.5,
08:03:05:31,490,1  6.2569e-06  3.7517e-06  2.1145e-05,0.921  -0.0034281   0.0038155    -0.38952,0.0012512   0.0007534   0.0042305,-0.532115     0.249676     -45.8508,-0.028046   -0.093689      9.7969,0.0081177   -0.012314    0.013588,-0.00027975 -0.00093806    0.097934,0  0  0,0  0  0,31.2031,0,0,00000000,25.8281,-50,6.5,
08:03:05:69,491,1  9.7922e-06  1.4779e-07  2.9383e-05,0.92098  -0.0034254   0.0037827    -0.38958,0.0019588   4.214e-05   0.0058784,-0.530385     0.246299     -45.8586,-0.039307    -0.09906      9.7969,-0.0042458  -0.0077667    0.017761,-0.00039288 -0.00099257    0.097975,0  0  0,0  0  0,31.2031,0,0,00000000,26.1563,-50,6.5,
08:03:06:07,492,1  8.7417e-06   1.707e-05  1.8877e-06,0.92101  -0.0034401   0.0036606    -0.38951,0.0017481   0.0034142  0.00037766,-0.526466     0.232799     -45.8494,-0.032043    -0.08136      9.7891,0.011559  0.00030065   0.0066681,-0.00031719 -0.00081527    0.097866,0  0  0,0  0  0,31.1719,0,0,00000000,25.8281,-50,6.25,
08:03:06:44,493,1 -1.1342e-06  2.5055e-05 -2.6405e-06,0.92092   -0.003392    0.003812    -0.38973,-0.00022686   0.0050125 -0.00052834,-0.528206     0.250792     -45.8767,-0.038849   -0.084534      9.7891,0.0071983   0.0010118    0.010765,-0.00038359 -0.00084492    0.097907,0  0  0,0  0  0,31.1719,0,0,00000000,25.75,-50,6.5,
08:03:06:82,494,1  3.9441e-06  1.0095e-06  2.1225e-05,0.92084  -0.0034177   0.0037884    -0.38991,0.00078869  0.00020182   0.0042458,-0.529917     0.247044        -45.9,-0.041992   -0.083496      9.7891,0.005085    0.004879   0.0073357,-0.00041953 -0.00083577    0.097872,0  0  0,0  0  0,31.1719,0,0,00000000,25.6719,-50,6.75,
08:03:07:20,495,1  1.0119e-05 -2.4447e-06  3.0712e-05,0.92082  -0.0034187   0.0037489    -0.38996,0.0020237 -0.00049067   0.0061417,-0.528276     0.242811     -45.9053,-0.021194   -0.087708      9.7969,0.015823   -0.012642    0.020615,-0.00021236 -0.00087906    0.098006,0  0  0,0  0  0,31.2031,0,0,00000000,25.9063,-50,6.5,
08:03:07:57,496,1  4.4972e-06  5.0613e-06  1.3604e-05,0.92071  -0.0034127   0.0038523    -0.39021,0.00089931   0.0010128   0.0027199,-0.532327     0.253845     -45.9373,-0.039246   -0.086365      9.7891,0.0061226  0.00033879    0.012077,-0.00039158 -0.00086446    0.097919,0  0  0,0  0  0,31.2031,0,0,00000000,25.9063,-49,6.25,
08:03:07:95,497,1   8.183e-06  1.5939e-05  9.2978e-06,0.92064  -0.0034083   0.0039007    -0.39037,0.0016365   0.0031815   0.0018597,-0.534075     0.259056     -45.9567,-0.043488     -0.0896      9.7891,0.0017424  0.00045037   0.0086441,-0.00043159 -0.00089781    0.097885,0  0  0,0  0  0,31.2031,0,0,00000000,26.1563,-50,6.75,
08:03:08:33,498,1  9.5816e-07  7.4444e-06  1.1286e-05,0.92062  -0.0034002   0.0038217    -0.39044,0.00019169   0.0014887   0.0022564,-0.529699      0.25105      -45.965,-0.024124   -0.079712      9.7969,0.020874  -0.0058784    0.016342,-0.0002398 -0.00079749    0.097963,0  0  0,0  0  0,31.1875,0,0,00000000,16.1563,-50,6.5,
08:03:08:71,499,1  5.3203e-06  2.5443e-05 -6.3169e-06,0.92056  -0.0033851   0.0038918    -0.39056,0.0010643   0.0050926  -0.0012636,-0.531277     0.259044       -45.98,-0.035065   -0.096558      9.7891,0.0024433   -0.010818    0.011047,-0.00034579 -0.00096651    0.097908,0  0  0,0  0  0,31.1875,0,0,00000000,25.9063,-50,6.5,
08:03:09:08,500,1  5.5186e-06  3.4833e-06  2.1069e-05,0.92053  -0.0033779   0.0038744    -0.39063,0.0011034  0.00070572   0.0042152,-0.529758     0.257486     -45.9894,-0.043884   -0.087158      9.8047,0.0024815   0.0023727    0.021103,-0.00043818 -0.00087292    0.098009,0  0  0,0  0  0,31.1875,0,0,00000000,26,-50,6.5,
08:03:09:46,501,1   7.511e-07  8.8159e-06  1.4634e-05,0.9205  -0.0034003   0.0037815    -0.39071,0.0001502   0.0017691   0.0029278,-0.527984     0.246649     -45.9988,-0.037811   -0.093201      9.7891,0.0009203  -0.0051117    0.012245,-0.00037626 -0.00093229    0.097921,0  0  0,0  0  0,31.1875,0,0,00000000,26.3125,-51,7,
08:03:09:83,502,1 -5.2116e-06  3.3547e-05 -7.7147e-06,0.92038  -0.0033534   0.0038349    -0.39099,-0.0010424   0.0067062   -0.001543,-0.525507      0.25421     -46.0342,-0.03476   -0.083618      9.7969,0.010963  -0.0020981     0.01329,-0.00034117 -0.00083489    0.097932,0  0  0,0  0  0,31.1875,0,0,00000000,25.9063,-50,6.5,
08:03:10:21,503,1 -9.5752e-06  1.6304e-06  7.8367e-06,0.92022  -0.0033399   0.0040095    -0.39137,-0.001915  0.00032997   0.0015669,-0.532017     0.273011     -46.0817,-0.042816   -0.090881      9.7969,0.0028534  -0.0023937     0.01712,-0.00042769  -0.0009068    0.097969,0  0  0,0  0  0,31.2031,0,0,00000000,26.2344,-50,6.5,
08:03:10:59,504,1  6.3873e-06  1.2423e-05  1.6706e-05,0.92023  -0.0033281   0.0039051    -0.39134,0.0012779   0.0024872   0.0033417,-0.526081     0.262547     -46.0778,-0.028748    -0.11102      9.7969,-0.0040131   -0.026306    0.013672,-0.00028506  -0.0011116    0.097934,0  0  0,0  0  0,31.2031,0,0,00000000,25.9063,-50,6.5,
08:03:10:97,505,1  1.9756e-05 -1.4311e-06   2.267e-05,0.92014  -0.0032712   0.0039786    -0.39156,0.003952 -0.00027752   0.0045357,-0.523446     0.272724     -46.1057,-0.032135   -0.087646      9.7969,0.011009   -0.009201    0.013756,-0.00032146 -0.00088024    0.097936,0  0  0,0  0  0,31.1875,0,0,00000000,25.8281,-51,6.5,
08:03:11:34,506,1 -3.4722e-06  2.3981e-05 -4.5713e-06,0.92005   -0.003249   0.0040795    -0.39177,-0.00069427   0.0047989  -0.0009141,-0.525694     0.284239     -46.1316,-0.046051   -0.075989      9.7891,0.012016   0.0077133    0.008316,-0.00045581 -0.00075905    0.097883,0  0  0,0  0  0,31.1875,0,0,00000000,25.8281,-50,6.5,
08:03:11:72,507,1 -9.6764e-07  4.8532e-06  2.1993e-05,0.92001  -0.0033022    0.003994    -0.39186,-0.00019348  0.00097561   0.0043983,-0.527489     0.272788     -46.1422,-0.031708    -0.10059      9.7969,0.0028782   -0.017792    0.015579,-0.00031599  -0.0010054    0.097954,0  0  0,0  0  0,31.1875,0,0,00000000,25.9063,-49,6.5,
08:03:12:10,508,1  5.4736e-06  1.2423e-05  1.4266e-05,0.91997  -0.0032866   0.0039855    -0.39195,0.0010948   0.0024891   0.0028534,-0.525497      0.27254     -46.1535,-0.031494    -0.10455      9.8047,5.1856e-06   -0.021072    0.026306,-0.00031238  -0.0010463    0.098061,0  0  0,0  0  0,31.2031,0,0,00000000,26.2344,-50,6.25,
08:03:12:48,509,1  1.2106e-05  -6.349e-06   2.797e-05,0.91991  -0.0032436   0.0040076     -0.3921,0.0024204  -0.0012693   0.0055923,-0.521999     0.276715     -46.1727,-0.028015   -0.088989      9.7891,0.013168   -0.013618    0.013023,-0.0002814 -0.00089253    0.097929,0  0  0,0  0  0,31.2031,0,0,00000000,25.6719,-50,6.25,
08:03:12:85,510,1  3.6874e-06  2.4013e-05 -1.0419e-07,0.91986  -0.0032225    0.004009    -0.39222,0.00073767   0.0048065 -2.0862e-05,-0.519871      0.27775     -46.1873,-0.033142   -0.084595      9.7969,0.013237  -0.0075531     0.01741,-0.00032667 -0.00084678    0.097973,0  0  0,0  0  0,31.2031,0,0,00000000,26,-50,6.5,
08:03:13:23,511,1  -3.788e-06  2.8689e-05 -7.2263e-06,0.91975  -0.0032336   0.0040421    -0.39247,-0.00075769   0.0057487  -0.0014448,-0.522607     0.280592     -46.2187,-0.032776   -0.094543      9.7969,0.0071068   -0.014725     0.01326,-0.00032204 -0.00094486    0.097931,0  0  0,0  0  0,31.2031,0,0,00000000,26.1563,-50,6.25,
08:03:13:60,512,1  4.9523e-06  1.5848e-05  4.1461e-06,0.91971  -0.0032361   0.0041426    -0.39257,0.00099087   0.0031681  0.00082922,-0.527422     0.291013     -46.2308,-0.029968   -0.093994      9.7969,0.011009   -0.016983    0.016434,-0.0002966 -0.00094084    0.097963,0  0  0,0  0  0,31.2031,0,0,00000000,17.375,-50,6.75,
08:03:13:98,513,1  8.0723e-06 -2.1178e-06  2.7829e-05,0.91964  -0.0032098   0.0040967    -0.39272,0.0016146 -0.00041938   0.0055656,-0.522637     0.287275     -46.2498,-0.063538   -0.077087      9.7813,-0.0014172    0.018997   0.0038319,-0.00063545 -0.00077237    0.097837,0  0  0,0  0  0,31.2188,0,0,00000000,25.8281,-51,6,
08:03:14:36,514,1 -3.8331e-06  1.3193e-05  -7.043e-07,0.91964  -0.0032442   0.0039336    -0.39272,-0.00076675   0.0026436 -0.00014091,-0.518915     0.268539     -46.2499,-0.02298   -0.087402      9.7813,0.016815   -0.015625   0.0017653,-0.0002272 -0.00087354    0.097817,0  0  0,0  0  0,31.2188,0,0,00000000,26,-50,6.75,
08:03:14:74,515,1 -1.1594e-07  2.3983e-05  1.3087e-06,0.91952  -0.0032263   0.0040798    -0.39302,-2.3186e-05   0.0047989  0.00026178,-0.523705     0.284581     -46.2865,-0.038788   -0.081055      9.7891,0.013161  -0.0013885    0.010422,-0.0003832 -0.00081041    0.097903,0  0  0,0  0  0,31.2188,0,0,00000000,26.3906,-50,6.5,
08:03:15:12,516,1  5.0874e-06  6.2831e-06  1.2508e-05,0.91946  -0.0032409   0.0040609    -0.39316,0.0010176   0.0012531   0.0025024,-0.524441     0.281856     -46.3046,-0.028961   -0.093018      9.8047,0.010864   -0.016144    0.021851,-0.00028832 -0.00093115    0.098017,0  0  0,0  0  0,31.2031,0,0,00000000,26,-50,6.5,
08:03:15:49,517,1  8.8057e-06 -3.8753e-06  3.1589e-05,0.91941  -0.0032385   0.0039932    -0.39326,0.0017614   -0.000772   0.0063171,-0.521167     0.274774     -46.3172,-0.027557    -0.08197      9.7969,0.018326  -0.0089569     0.01651,-0.00027632 -0.00082145    0.097965,0  0  0,0  0  0,31.2031,0,0,00000000,25.9063,-50,7.25,
08:03:15:87,518,1  4.6249e-06  2.1132e-06  2.6404e-05,0.91931   -0.003224   0.0041569    -0.39349,0.00092506  0.00042868   0.0052795,-0.527091     0.292537     -46.3463,-0.029404   -0.084351      9.7969,0.01828   -0.010818    0.015442,-0.00029352 -0.00084459    0.097954,0  0  0,0  0  0,31.2031,0,0,00000000,25.6719,-50,6.5,
08:03:16:25,519,1 -2.5236e-07  1.2838e-05  7.1819e-06,0.91921  -0.0032279   0.0041804    -0.39372,-5.0485e-05   0.0025711   0.0014362,-0.528627     0.294709     -46.3745,-0.044678   -0.094727      9.7891,0.00081682  -0.0071335   0.0090485,-0.00044413 -0.00094751    0.097888,0  0  0,0  0  0,31.2031,0,0,00000000,25.9063,-50,6.5,
08:03:16:62,520,1  1.0708e-05  1.6863e-05  4.5603e-06,0.9192  -0.0032137   0.0040872    -0.39375,0.002142   0.0033741  0.00091219,-0.522937      0.28552     -46.3781,-0.033142   -0.086243      9.7891,0.013062  -0.0093536    0.010796,-0.00032797 -0.00086465    0.097907,0  0  0,0  0  0,31.2031,0,0,00000000,25.75,-50,6.25,
08:03:17:00,521,1 -8.8054e-07  2.5322e-05  -9.792e-06,0.91911  -0.0032097   0.0041144    -0.39396,-0.00017607   0.0050697  -0.0019588,-0.523814     0.288444     -46.4042,-0.028275   -0.082275      9.7891,0.020004   -0.010368    0.010498,-0.00027774 -0.00082275    0.097905,0  0  0,0  0  0,31.2031,0,0,00000000,25.8281,-50,6.5,
08:03:17:38,522,1  7.5734e-06 -3.1308e-06  2.9775e-05,0.91905  -0.0032125   0.0040951    -0.39411,0.0015144 -0.00062132   0.0059547,-0.523283     0.286201     -46.4225,-0.039581   -0.089539      9.7969,0.0061798  -0.0066643    0.015915,-0.00039632 -0.00089686    0.097958,0  0  0,0  0  0,31.2031,0,0,00000000,26.2344,-50,6.5,
08:03:17:75,523,1  8.0447e-06  7.9225e-06  1.0952e-05,0.91907  -0.0032376   0.0039646    -0.39407,0.0016088   0.0015869   0.0021896,-0.520019     0.271344     -46.4179,-0.029648    -0.09845      9.7969,0.00457   -0.018707    0.017578,-0.00029485 -0.00098613    0.097974,0  0  0,0  0  0,31.2031,0,0,00000000,25.9063,-50,6.5,
08:03:18:13,524,1  4.7597e-06  2.7826e-05 -7.5803e-06,0.91897  -0.0032159   0.0039695    -0.39431,0.00095177   0.0055618  -0.0015163,-0.51802     0.272707     -46.4473,-0.029541   -0.085693      9.7969,0.014076   -0.010628     0.01355,-0.00029 -0.00085771    0.097935,0  0  0,0  0  0,31.1875,0,0,00000000,26.3125,-51,7,
08:03:18:51,525,1  2.0466e-06  2.2969e-05 -1.1358e-06,0.91893  -0.0032048   0.0040892    -0.39439,0.00040936   0.0045967 -0.00022721,-0.522289     0.285766     -46.4576,-0.044342   -0.088135      9.7891,0.0040932   -0.002636    0.011269,-0.00043892 -0.00088205    0.097911,0  0  0,0  0  0,31.1875,0,0,00000000,26,-51,6.5,
08:03:18:89,526,1  5.4692e-06 -1.4929e-06  2.4989e-05,0.91889  -0.0032335   0.0040553    -0.39448,0.0010939 -0.00029254   0.0049973,-0.523803     0.280843     -46.4693,-0.032928   -0.084717      9.7969,0.013733  -0.0074501    0.015182,-0.00032943 -0.00084828    0.097951,0  0  0,0  0  0,31.1875,0,0,00000000,25.8281,-50,6.25,
08:03:19:26,527,1  5.8089e-06  4.1363e-07  2.0408e-05,0.91881  -0.0032508   0.0040205    -0.39468,0.0011616  8.8155e-05   0.0040817,-0.524111     0.276284     -46.4934,-0.033783   -0.099915      9.7891,0.0015745   -0.016739   0.0089493,-0.00033763  -0.0010003    0.097887,0  0  0,0  0  0,31.1875,0,0,00000000,26.0781,-51,6.25,
