UTC,Pack_count,q0,q1,q2,q3,RollRate,PitchRate,YawRate,Roll,Pitch,Yaw,FreeAccX,FreeAccY,FreeAccZ,Lat,Long,Height,VelX,VelY,VelZ,LoRaRSSI,LoRaSNR,
21:37:06:96,1188,0.99919  0.00061578 -0.00060824   -0.040339,0.00043178   0.0068207  -0.0033913,0.073318   -0.066796     -4.6238,-0.0014219   -0.010391   0.0040398,24.80672      121.0488      72.15459,-0.005825   -0.018799   0.0072937,-69,5.25,
21:37:07:27,1189,0.99919   0.0006221 -0.00058737   -0.040249,0.0016747   0.0024738   0.0036201,0.073938   -0.064384     -4.6134,0.0073433   -0.013855  0.00071526,24.80672      121.0488      72.14905,-0.0055733   -0.019135   0.0027828,-69,5.25,
21:37:07:58,1190,0.99919  0.00060631 -0.00054731   -0.040309,0.00050688   0.0057182  -0.0022297,0.07195   -0.059865     -4.6204,-0.010429   -0.016357   0.0028477,24.80672      121.0488      72.14252,-0.0064659   -0.019165  -0.0010071,-69,5,
21:37:07:89,1191,0.99919  0.00060405 -0.00058422   -0.040264,0.0015821   0.0023022   0.0041847,0.071858   -0.064106     -4.6152,-0.0043831  -0.0096817   0.0048409,24.80672      121.0488      72.14017,-0.0072212   -0.019531  -0.0036125,-69,5,
21:37:08:21,1192,0.99919  0.00059459 -0.00058607   -0.040221,0.00077868   0.0073395  -0.0050468,0.070781   -0.064363     -4.6103,-0.0046654   -0.006813   0.0011663,24.80672      121.0488       72.1528,-0.0086441   -0.017349   0.0014639,-69,5,
21:37:08:51,1193,0.9992  0.00059548 -0.00061911   -0.040094,0.001173   0.0034409   0.0011711,0.071026   -0.068152     -4.5957,0.0017853  -0.0089111   0.0034885,24.80672      121.0488      72.15041,-0.0090714   -0.017639 -0.00031662,-70,5,
21:37:08:83,1194,0.9992  0.00062692  -0.0006432   -0.039964,0.00081348   0.0067177  -0.0045586,0.074728   -0.070775     -4.5808,-0.0059509  -0.0099716 -0.00078773,24.80672      121.0488      72.16029,-0.0095749   -0.017883  0.00080204,-69,4.75,
21:37:09:14,1195,0.9992  0.00063796 -0.00064631   -0.039907,0.0013037   0.0027771   0.0026493,0.076002   -0.071085     -4.5742,-0.00063324   -0.010445   0.0064812,24.80672      121.0488      72.17221,-0.01062   -0.018555   0.0048447,-69,5,
21:37:09:45,1196,0.9992  0.00062193 -0.00059667   -0.039995,0.0012836     0.00317   0.0024815,0.073945   -0.065468     -4.5844,-0.00011081   -0.009613   0.0068741,24.80672      121.0488      72.17399,-0.011795   -0.018265   0.0037155,-69,4.75,
21:37:09:76,1197,0.9992  0.00060683  -0.0006228   -0.039891,0.0002135   0.0055351  -0.0022888,0.072329   -0.068537     -4.5725,-0.0088806  -0.0048637 -0.00018311,24.80672      121.0488      72.18616,-0.011353   -0.015533   0.0031834,-70,4.75,
21:37:10:07,1198,0.99921  0.00059837  -0.0006276   -0.039751,0.0011311   0.0028076   0.0026493,0.071372   -0.069135     -4.5564,-0.0029373  -0.0071068   0.0034199,24.80672      121.0488      72.19403,-0.012367   -0.014969   0.0028057,-69,4.5,
21:37:10:38,1199,0.99921  0.00059186 -0.00063988   -0.039679,0.00017214   0.0054779  -0.0031757,0.070679   -0.070576     -4.5481,-0.0053062  -0.0059624 -0.00061417,24.80672      121.0488      72.20153,-0.013283   -0.015076   0.0025215,-70,4.75,
21:37:10:69,1200,0.99921  0.00060004 -0.00063185   -0.039704,0.0017872   0.0030403   0.0026245,0.07158   -0.069618      -4.551,-0.003952   -0.013084    0.011383,24.80672      121.0488      72.20862,-0.014084   -0.015198   0.0036964,-70,4.75,
