UTC	Pack_count	q0	q1	q2	q3	RollRate	PitchRate	YawRate	Roll	Pitch	Yaw	FreeAccX	FreeAccY	FreeAccZ	Lat	Long	Height	VelX	VelY	VelZ	LoRaRSSI	LoRaSNR
30:03:21:79	578	-0.85079	-0.00043229	-0.0001129	0.52551	0.0038376	0.0044785	-0.0016928	0.0353464	0.0370385	-63.4046	-0.0015144	0.014832	0.00214	22.17494	120.8926	31.56953	-0.00079966	0.0042152	-0.0044632	-98	3.75
30:03:21:99	579	-0.85079	-0.00044157	-8.69E-05	0.52551	0.0042877	0.0022488	-0.00098419	0.0378156	0.0350659	-63.4056	0.011871	0.0058289	-0.012497	22.17494	120.8926	31.57738	-0.0018024	0.0042534	-0.0027637	-97	4
30:03:22:18	580	-0.85073	-0.00041172	-7.72E-05	0.5256	0.0026836	0.0070038	-0.0055695	0.0354866	0.0323241	-63.4166	0.018112	0.0094757	-0.0072327	22.17494	120.8926	31.58782	-0.0013533	0.0045319	-0.0012465	-98	4
30:03:22:38	581	-0.85063	-0.00042684	-8.35E-05	0.52576	0.0041046	0.0043411	-0.0019016	0.036578	0.0338516	-63.4389	0.0050163	0.0083466	-0.0025711	22.17494	120.8926	31.5966	-0.0014086	0.0029411	-0.0018034	-97	3.75
30:03:22:57	582	-0.8506	-0.00044016	-0.00012331	0.52582	0.0036716	0.0049324	-0.002512	0.035473	0.0385412	-63.4463	-0.011696	-0.0015364	-0.0066795	22.17494	120.8926	31.58552	-0.00081062	0.0039291	-0.0045586	-97	3.5
30:03:22:77	583	-0.85067	-0.00045036	-0.00010395	0.5257	0.0020962	0.0065689	-0.0048943	0.0376388	0.0372634	-63.4314	0.030243	-0.004818	-0.008812	22.17494	120.8926	31.59657	-0.0012369	0.0039291	-0.00054359	-98	4
30:03:22:96	584	-0.85069	-0.00044447	-7.83E-05	0.52566	0.0039043	0.0035686	-0.0013008	0.0386139	0.0344016	-63.426	0.018295	0.008522	-0.011208	22.17494	120.8926	31.60669	-0.0017605	0.0050278	0.00071764	-97	4.25
30:03:23:16	585	-0.8506	-0.00043835	-0.00011186	0.52582	0.0040474	0.004982	-0.0023422	0.0359865	0.0373159	-63.4465	0.0034542	-0.013855	-0.0027561	22.17494	120.8926	31.61158	-0.0015545	0.0049019	0.00068808	-97	4.25
30:03:23:36	586	-0.85059	-0.00043423	-0.00010971	0.52583	0.003376	0.0058746	-0.0053177	0.0357139	0.0368585	-63.4488	-0.0077515	-0.0029964	-0.0050087	22.17494	120.8926	31.60006	-0.0014639	0.005455	-0.0017118	-97	4.5
30:03:23:55	587	-0.8507	-0.00046046	-0.00013236	0.52565	0.0020084	0.0083313	-0.0049019	0.0369149	0.0406388	-63.4237	0.0085144	0.0080338	-0.0079803	22.17494	120.8926	31.61141	-0.0023632	0.0065727	0.00015628	-97	4.25
30:03:23:75	588	-0.85068	-0.00046817	-9.32E-05	0.52569	0.0035133	0.003664	-0.00055742	0.0400211	0.0372903	-63.4295	0.010483	0.00047445	-0.0022011	22.17494	120.8926	31.61788	-0.003582	0.0049896	0.00042963	-97	3.5
30:03:23:95	589	-0.85069	-0.00046711	-0.00010961	0.52567	0.0045128	0.0064507	-0.0058517	0.0389318	0.0388229	-63.4272	-0.0098953	0.012596	0.0013933	22.17494	120.8926	31.62647	-0.004261	0.0062103	0.0018692	-97	4.25
30:03:24:14	590	-0.85063	-0.00047223	-0.00010561	0.52576	0.0038414	0.0032177	-0.00012791	0.039668	0.0387456	-63.4393	-0.00046349	-0.0093079	-0.014374	22.17494	120.8926	31.63474	-0.0045204	0.0048981	0.0034962	-98	4
30:03:24:34	591	-0.85058	-0.00049188	-0.00017552	0.52585	0.003252	0.0067749	-0.0045052	0.0373668	0.0467478	-63.4512	0.0013123	-0.00061703	-0.0043221	22.17494	120.8926	31.62063	-0.0037289	0.0052605	0.00052309	-98	4
30:03:24:53	592	-0.85057	-0.00047303	-0.00014981	0.52587	0.0034714	0.0021782	0.00017905	0.037078	0.0431066	-63.4535	-0.0085449	0.0063972	-0.0035248	22.17494	120.8926	31.62524	-0.0037632	0.0060883	-0.00069427	-97	4
30:03:24:73	593	-0.85059	-0.0004679	-0.00011932	0.52582	0.004261	0.0033741	-0.0024109	0.0384174	0.0398238	-63.4471	-0.018692	0.0040894	0.0022736	22.17494	120.8926	31.63392	-0.0053329	0.0050926	0.00082684	-97	4
30:03:24:93	594	-0.85055	-0.00048194	-0.00013717	0.52589	0.0030518	0.0028801	0.00032449	0.0387068	0.0424116	-63.456	-0.0050507	0.0044708	-0.0001936	22.17494	120.8926	31.64135	-0.0050163	0.0051727	0.003809	-97	4.25
30:03:25:12	595	-0.85049	-0.00045825	-0.00012378	0.52598	0.0025673	0.003458	-0.00059462	0.0371998	0.039684	-63.4689	-0.011345	-0.0050163	-0.0064545	22.17494	120.8926	31.64642	-0.0049553	0.0043526	0.0047073	-97	4
30:03:25:32	596	-0.85045	-0.00049007	-0.00016852	0.52605	0.003418	0.0047226	-0.0035267	0.0376009	0.0459644	-63.4778	-0.019531	-7.51E-06	-0.0058823	22.17494	120.8926	31.63498	-0.0053139	0.0047607	0.0021191	-98	4.25
30:03:25:51	597	-0.85046	-0.00047087	-9.44E-05	0.52604	0.0037403	0.0034428	-0.0014076	0.040199	0.0375836	-63.476	-0.010536	0.013741	-0.004055	22.17494	120.8926	31.64211	-0.0053444	0.0042534	0.0036602	-98	4
30:03:25:71	598	-0.85025	-0.00048078	-0.00013786	0.52638	0.0039482	0.003252	0.00035119	0.0385277	0.0424315	-63.5218	-0.0043526	0.003231	-0.007061	22.17494	120.8926	31.64893	-0.0044823	0.0020542	0.00047612	-97	4
30:03:25:91	599	-0.85026	-0.00047064	-0.00014666	0.52637	0.0032997	0.003849	-0.00019503	0.0370089	0.0426776	-63.521	-0.020142	-0.0036163	0.0037498	22.17494	120.8926	31.65733	-0.0033245	0.0023632	-0.00091887	-97	4
30:03:26:10	600	-0.85022	-0.00049711	-0.00018743	0.52643	0.0026264	0.0049553	-0.0028992	0.0371252	0.0482494	-63.5298	-0.016296	0.0019798	-0.0022678	22.17494	120.8926	31.64752	-0.0028343	0.0025711	-0.0032368	-97	3.5
30:03:26:30	601	-0.85022	-0.00052046	-0.00019563	0.52643	0.0042419	0.0017357	-0.00019753	0.0389062	0.0504562	-63.5288	0.0086746	-0.0089264	-0.012413	22.17494	120.8926	31.65457	-0.0045738	0.002224	0.0007453	-99	4
30:03:26:50	602	-0.85019	-0.00052978	-0.00021455	0.52648	0.0041695	0.0072479	-0.005703	0.0386697	0.052864	-63.5362	0.004673	0.0019054	-0.0096741	22.17494	120.8926	31.66201	-0.004776	0.0017099	0.0019932	-97	3.75
30:03:26:69	603	-0.85021	-0.00049409	-0.00019525	0.52644	0.0042534	0.0028877	0.0005002	0.0363589	0.0488285	-63.53	-0.010666	0.004734	-0.0059319	22.17494	120.8926	31.66585	-0.0032501	0.0014219	0.0013075	-97	4
30:03:26:89	604	-0.85022	-0.00048975	-0.00021182	0.52643	0.0043564	0.0035954	-0.001955	0.0349368	0.0501809	-63.5295	-0.014832	-0.0040817	0.003933	22.17494	120.8926	31.67498	-0.0032654	0.0019312	0.003994	-98	3.75
30:03:27:08	605	-0.8502	-0.00049134	-0.00019296	0.52646	0.0027447	0.0055542	-0.0023975	0.0362287	0.048441	-63.5326	0.013	-0.011909	-0.015717	22.17494	120.8926	31.66423	-0.0023613	0.0019188	0.0015373	-97	3.5
30:03:27:28	606	-0.85017	-0.00049473	-0.00017821	0.52651	0.0035591	0.0047188	-0.0012379	0.0374461	0.0472106	-63.5395	0.021896	0.0091553	0.00010204	22.17494	120.8926	31.67523	-0.0015717	0.0015755	0.0048065	-98	4.25
30:03:27:48	607	-0.85013	-0.00049057	-0.0002327	0.52658	0.0045052	0.0021381	0.00097942	0.0337486	0.0522712	-63.549	0.0022545	-0.017349	-0.0069923	22.17494	120.8926	31.68857	-0.0025291	0.0013933	0.0064926	-97	3.75
30:03:27:67	608	-0.84998	-0.00050871	-0.00027228	0.52682	0.0047035	0.0056496	-0.0050354	0.0331114	0.0572305	-63.5811	-0.0026264	0.01152	0.00086784	22.17494	120.8926	31.70221	-0.0029621	-0.000211	0.009285	-97	4
30:03:27:87	609	-0.84994	-0.00051009	-0.00029922	0.52688	0.0033989	0.0077362	-0.0059624	0.0316154	0.0599393	-63.5893	0.02417	-0.0034771	-0.0026054	22.17494	120.8926	31.69538	-0.0017624	0.00042272	0.0067787	-98	4
30:03:28:07	610	-0.85006	-0.00051698	-0.00032494	0.52668	0.0033932	0.0061798	-0.0050964	0.0307475	0.0628538	-63.5629	0.019791	-0.015244	-0.0027618	22.17494	120.8926	31.70863	0.00032854	0.0014467	0.0082321	-96	4
30:03:28:26	611	-0.85003	-0.0005307	-0.00033562	0.52673	0.0046272	0.0025978	0.00026536	0.0314359	0.0647241	-63.5701	0.01313	0.0031719	-0.0022717	22.17494	120.8926	31.71631	0.00069284	0.00064135	0.0080032	-97	4.25
30:03:28:46	612	-0.84989	-0.00052883	-0.00030881	0.52695	0.0050507	0.0061531	-0.0043793	0.0328559	0.0620085	-63.5995	0.029556	0.014542	-0.010468	22.17494	120.8926	31.72668	-0.0012598	-0.00084734	0.0040741	-98	4.5
30:03:28:66	613	-0.84977	-0.00052629	-0.00032597	0.52715	0.0042686	0.0046463	-0.0022125	0.0315575	0.0635331	-63.6256	0.020462	0.00072479	-0.0065536	22.17494	120.8926	31.73379	-3.51E-05	-0.002512	0.00065422	-97	4.5
30:03:28:85	614	-0.84976	-0.00053036	-0.00034989	0.52717	0.0040169	0.0042419	-0.0030003	0.0305075	0.0661092	-63.6294	0.0026302	0.002346	-0.0049782	22.17494	120.8926	31.7238	0.00034976	-0.0025215	-0.0020542	-98	4.75
30:03:29:05	615	-0.84968	-0.00054002	-0.0003299	0.5273	0.0039406	0.0060196	-0.005291	0.0326458	0.0647512	-63.6469	0.017365	0.00060606	-0.0049477	22.17494	120.8926	31.73009	0.00012827	-0.0027695	-0.0039101	-98	4.5
30:03:29:25	616	-0.84974	-0.00053287	-0.00032169	0.5272	0.0040665	0.0062218	-0.0049934	0.032453	0.0635167	-63.6333	0.01741	0.010056	-0.00035858	22.17494	120.8926	31.73806	0.00012338	-0.002697	-0.0042343	-97	4.25
30:03:29:44	617	-0.8499	-0.00052711	-0.0003502	0.52695	0.0035744	0.0059242	-0.0035191	0.0301893	0.0659353	-63.5991	0.014343	0.013214	-0.0057602	22.17494	120.8926	31.74659	0.00045729	-0.0016623	-0.0014935	-98	4.25
30:03:29:64	618	-0.84994	-0.00051957	-0.00033932	0.52688	0.0039711	0.0044899	-0.0019474	0.0301177	0.0644182	-63.5894	0.011589	0.0034885	-0.0070953	22.17494	120.8926	31.75231	0.001029	-0.0014381	-0.0016088	-98	4
30:03:29:83	619	-0.84993	-0.00052486	-0.00034991	0.5269	0.0029926	0.0073853	-0.0058174	0.0299918	0.0657692	-63.592	0.0098343	-0.0020695	0.0045052	22.17494	120.8926	31.74085	0.0017939	-0.0015631	-0.0040817	-98	4
30:03:30:03	620	-0.84987	-0.0005383	-0.00035741	0.52699	0.0036316	0.0027428	-0.0010157	0.0308403	0.0673146	-63.6044	0.0027275	0.0046425	0.0032787	22.17494	120.8926	31.74758	0.001585	-0.0013189	-0.0019722	-98	4
30:03:30:23	621	-0.84978	-0.00053788	-0.00036246	0.52713	0.0034561	0.0054474	-0.0036716	0.0304829	0.0677862	-63.6236	0.0038414	0.0033855	-0.0043449	22.17494	120.8926	31.7563	0.00043964	-0.0016842	-0.0013199	-97	3.25
30:03:30:42	622	-0.84992	-0.00051189	-0.00034723	0.52692	0.0033283	0.002367	0.0011797	0.0288893	0.0647257	-63.5946	-0.00041723	0.010391	-0.0028286	22.17494	120.8926	31.76486	0.0014086	-0.00056553	-0.0004921	-98	3
30:03:30:62	623	-0.84987	-0.00054156	-0.000411	0.52699	0.0033188	0.0061531	-0.0043488	0.0279212	0.0727311	-63.6052	-0.010902	-9.60E-06	-0.006073	22.17494	120.8926	31.75387	0.0018015	-0.00021183	-0.0031166	-98	4
30:03:30:81	624	-0.8498	-0.00052441	-0.00035282	0.52711	0.0039063	0.0024929	9.27E-05	0.0297557	0.0660335	-63.6209	0.011841	-0.0083923	-0.016937	22.17494	120.8926	31.76	0.0020905	-0.0012617	-0.0019503	-98	3.75
30:03:31:01	625	-0.84983	-0.00053191	-0.00037807	0.52705	0.002367	0.0076103	-0.0041542	0.0289658	0.0689432	-63.6126	-0.0054665	0.0052414	0.0075836	22.17494	120.8926	31.77136	0.002964	-0.00061464	-0.00073767	-99	4.25
30:03:31:21	626	-0.84984	-0.00053389	-0.00038615	0.52704	0.0023117	0.0055771	-0.0029316	0.0286712	0.0698486	-63.6112	-0.011276	0.003582	0.0016527	22.17494	120.8926	31.77719	0.0021801	0.00016642	-0.00014579	-98	4.25
30:03:31:40	627	-0.84978	-0.00054559	-0.00034367	0.52713	0.0041008	0.0044594	-0.0020027	0.0323692	0.0664216	-63.6237	0.00065899	-0.0051613	-0.0082245	22.17494	120.8926	31.78436	0.0014811	-0.00039124	-0.00046277	-98	4.25
30:03:31:60	628	-0.84975	-0.00056804	-0.00034318	0.52718	0.0045815	0.0023899	-0.00021231	0.0345806	0.0677324	-63.6302	0.010712	0.0011129	-0.00065327	22.17494	120.8926	31.77537	0.0016222	-0.00033808	-0.0023327	-99	4.25
30:03:31:79	629	-0.84966	-0.00055804	-0.00033847	0.52733	0.0031719	0.0060501	-0.0040016	0.0338801	0.066676	-63.6503	0.0031509	-0.0026569	-0.0033512	22.17494	120.8926	31.77835	0.00214	-0.00091267	-0.0055733	-98	4
30:03:31:99	630	-0.84965	-0.00053814	-0.00032064	0.52735	0.0036697	0.0023079	-5.96E-08	0.0330183	0.0637388	-63.6538	-0.0076447	-0.0040932	0.0054054	22.17494	120.8926	31.78563	0.0025425	-0.0011559	-0.0046616	-99	4.5
30:03:32:19	631	-0.8496	-0.00055875	-0.00028679	0.52742	0.0045204	0.0048561	-0.004406	0.037065	0.0616905	-63.663	0.017624	-0.0035763	-0.0044937	22.17494	120.8926	31.78467	0.0010004	-0.0015488	-0.0048103	-99	4.5
30:03:32:38	632	-0.84952	-0.00055185	-0.00031491	0.52756	0.0039024	0.0065422	-0.0052719	0.0346834	0.0640167	-63.6818	0.01532	-0.0042801	-0.011635	22.17494	120.8926	31.79035	0.002346	-0.0019741	-0.0014734	-99	4.5
30:03:32:58	633	-0.84954	-0.00053128	-0.0003148	0.52752	0.0038013	0.0058403	-0.0031891	0.0326905	0.0627616	-63.6763	-0.018723	-0.018906	-0.0043678	22.17494	120.8926	31.77462	0.0025768	-0.0023232	-0.0047417	-99	3.5
30:03:32:77	634	-0.84948	-0.00056375	-0.00034657	0.52762	0.0050545	0.001894	-0.00049543	0.0339238	0.0678211	-63.6891	-0.0030613	0.0054359	-0.0073013	22.17494	120.8926	31.77503	0.0023994	-0.0018177	-0.0057793	-98	3.75
30:03:32:97	635	-0.84952	-0.00054941	-0.00030476	0.52756	0.0055161	0.0033779	-0.0021439	0.0350601	0.0628817	-63.6817	0.0077286	-0.002676	-0.0056267	22.17494	120.8926	31.77611	0.0018826	-0.00066566	-0.0037651	-97	3.75
30:03:33:17	636	-0.84945	-0.00053738	-0.00030395	0.52766	0.0032444	0.0050049	-0.0015011	0.03393	0.06208	-63.6953	0.0055656	0.0046921	0.0074768	22.17494	120.8926	31.78146	0.0022869	-0.00070953	-0.00097656	-97	4
30:03:33:36	637	-0.84948	-0.0005365	-0.00028556	0.52762	0.0033512	0.005024	-0.00033331	0.0349594	0.0602347	-63.6902	-0.0093613	0.0093079	0.0015182	22.17494	120.8926	31.76567	0.0022526	-0.00050259	-0.004406	-97	3.25
30:03:33:56	638	-0.8493	-0.0005579	-0.00029781	0.52792	0.0045662	0.006855	-0.0057831	0.0362799	0.062733	-63.7294	0.0026646	-0.0025845	-0.0035286	22.17494	120.8926	31.76752	0.0016413	-0.0010815	-0.0051994	-98	3.5
30:03:33:75	639	-0.84931	-0.00055294	-0.00028046	0.52789	0.0044403	0.0036411	-0.0023861	0.036849	0.060744	-63.7256	0.031464	0.0091629	-0.014038	22.17494	120.8926	31.77251	0.0019121	-0.0004847	-0.0045166	-98	3.5
30:03:33:95	640	-0.8494	-0.00053927	-0.00028645	0.52774	0.0034637	0.0071831	-0.0055542	0.0351664	0.0604931	-63.7063	0.023743	0.01532	-0.0025215	22.17494	120.8926	31.77975	0.0037117	0.00026298	-0.0043869	-98	3.5
30:03:34:15	641	-0.84926	-0.00053018	-0.00031316	0.52798	0.0028667	0.0020866	0.0014849	0.0326486	0.062553	-63.738	-0.0041389	0.0091248	0.00018024	22.17494	120.8926	31.78225	0.0029335	0.00014234	-0.0032387	-98	3.5
30:03:34:34	642	-0.84925	-0.00052645	-0.00030119	0.52799	0.0035095	0.0065613	-0.0053787	0.0330096	0.0611628	-63.7395	0.007534	0.0037785	0.0037537	22.17494	120.8926	31.76892	0.0026112	-0.00018537	-0.0061378	-98	3.75
30:03:34:54	643	-0.84917	-0.00053286	-0.0002915	0.52811	0.0039139	0.0035801	-0.0011759	0.0342111	0.0606124	-63.7563	0.022156	0.0042839	-0.0070572	22.17494	120.8926	31.7738	0.0016184	0.0011406	-0.0012598	-98	3.5
30:03:34:73	644	-0.84915	-0.00050429	-0.00029356	0.52816	0.0016413	0.007515	-0.0023613	0.0313028	0.0590857	-63.7623	-0.0081024	-0.014961	-0.014709	22.17494	120.8926	31.77359	0.0039444	-8.45E-05	-0.0010967	-99	4
30:03:34:93	645	-0.84903	-0.00052405	-0.00034731	0.52835	0.0025196	0.0063133	-0.0031567	0.0299577	0.0655183	-63.7881	-0.023209	0.010056	0.0060463	22.17494	120.8926	31.77567	0.003334	-0.00017154	-0.0019445	-98	3.75
30:03:35:13	646	-0.84904	-0.00052419	-0.00025056	0.52832	0.0040359	0.0046005	-0.0033188	0.0358309	0.0561122	-63.7841	0.013641	0.022858	0.0032005	22.17494	120.8926	31.77587	0.0033627	9.05E-05	-0.0024548	-98	3.5
30:03:35:32	647	-0.849	-0.00054984	-0.00028859	0.52839	0.0038452	0.0023823	0.00072718	0.0360196	0.0613688	-63.793	0.027313	-0.01828	-0.0026436	22.17494	120.8926	31.75975	0.0039825	-0.00022876	-0.0060463	-99	3.5
30:03:35:52	648	-0.8489	-0.00054384	-0.00031564	0.52856	0.0023785	0.00634	-0.0020752	0.0337846	0.0636439	-63.8159	-0.0026989	0.0015202	-0.004734	22.17494	120.8926	31.75521	0.0031891	-0.00047636	-0.0072479	-98	3.5
30:03:35:72	649	-0.84888	-0.00052465	-0.00029492	0.52858	0.0034313	0.0041084	-0.0012293	0.0331724	0.0604668	-63.8193	0.0040321	-0.006279	-0.0097504	22.17494	120.8926	31.75808	0.0031834	0.00034595	-0.0061836	-98	3.5
30:03:35:91	650	-0.84879	-0.0005335	-0.00027104	0.52874	0.0041313	0.0023651	-0.0012846	0.035468	0.0586858	-63.8401	0.01741	0.012985	-0.0025387	22.17494	120.8926	31.7575	0.0028381	0.00083303	-0.0047455	-98	3.5
30:03:36:11	651	-0.84877	-0.00055495	-0.00028661	0.52877	0.0038414	0.0040741	-0.0022373	0.0366089	0.0615016	-63.8443	0.029968	-0.014648	-0.0044937	22.17494	120.8926	31.74159	0.0029984	0.00029707	-0.0081177	-97	3.5
30:03:36:30	652	-0.84877	-0.00051546	-0.0003049	0.52876	0.0018024	0.0074806	-0.0037003	0.0316604	0.0608877	-63.8436	-0.019272	-0.0010481	4.86E-05	22.17494	120.8926	31.74111	0.0031738	0.0014658	-0.0063133	-98	3.25
30:03:36:50	653	-0.8486	-0.00053853	-0.00028466	0.52904	0.0027599	0.0059052	-0.0044365	0.0351106	0.0603281	-63.8813	0.0059814	-0.017303	-0.014275	22.17494	120.8926	31.74165	0.0023479	-0.00089931	-0.0052452	-98	3.25
30:03:36:70	654	-0.84864	-0.00053314	-0.00025409	0.52897	0.0039043	0.0035934	-0.0012188	0.0364447	0.0570254	-63.8712	0.019348	0.002121	-0.010582	22.17494	120.8926	31.74227	0.0039291	-0.00028014	-0.0071907	-98	3.75
30:03:36:89	655	-0.84867	-0.00053068	-0.00028284	0.52892	0.0016203	0.0047798	-0.00048208	0.0344659	0.0596707	-63.8654	0.0091934	-0.010773	-0.01799	22.17494	120.8926	31.74843	0.0053787	0.000916	-0.0075188	-98	3.5
30:03:37:09	656	-0.84868	-0.00052103	-0.0002677	0.52891	0.0041504	0.0023174	0.00018787	0.0344463	0.0576129	-63.863	0.0053635	-0.0094528	-0.0057106	22.17494	120.8926	31.73649	0.0047073	0.0011826	-0.010597	-98	3.5
30:03:37:28	657	-0.8485	-0.00053908	-0.0003387	0.5292	0.0023651	0.0070724	-0.0037441	0.0318752	0.0656232	-63.9031	0.0045586	-0.021347	-0.0086594	22.17494	120.8926	31.73981	0.0040321	0.0001899	-0.0069237	-99	3.75
30:03:37:48	658	-0.84857	-0.00051247	-0.00031012	0.52908	0.0027866	0.0032272	0.0017099	0.0310304	0.061225	-63.886	0.006649	0.011604	-0.011314	22.17494	120.8926	31.74499	0.0046272	0.0021687	-0.0023117	-98	3.75
30:03:37:67	659	-0.84848	-0.00052989	-0.00030695	0.52923	0.0026932	0.0067291	-0.0039177	0.0329054	0.0619794	-63.9067	0.0082626	-0.0092087	-0.010498	22.17494	120.8926	31.75084	0.0049591	0.0005641	-0.00022924	-98	3.75
30:03:37:87	660	-0.84845	-0.00052356	-0.00029611	0.52927	0.0021629	0.003891	0.00067949	0.0329441	0.0605429	-63.9122	0.016693	0.0059547	-0.008049	22.17494	120.8926	31.75742	0.0048523	0.0014305	0.0048409	-98	4.25
30:03:38:07	661	-0.84844	-0.0005119	-0.00031032	0.52929	0.0014429	0.0065994	-0.0021248	0.030947	0.061218	-63.9155	0.0028858	-0.002142	-0.0055885	22.17494	120.8926	31.749	0.0048027	0.001195	0.0027256	-99	3.25
30:03:38:27	662	-0.8484	-0.00051117	-0.00032753	0.52936	0.0031071	0.0031815	0.0013132	0.0298276	0.0628492	-63.9238	0.011879	0.01651	0.00049305	22.17494	120.8926	31.75553	0.0059509	0.0014162	0.0048256	-99	3.75
30:03:38:46	663	-0.8482	-0.00051142	-0.00031867	0.52967	0.0022831	0.0062561	-0.0032902	0.0303664	0.0620147	-63.9666	0.0049553	-0.0045242	0.0042648	22.17494	120.8926	31.76625	0.0051537	-0.00030971	0.0040016	-98	3
30:03:38:66	664	-0.84817	-0.00051114	-0.00035718	0.52972	0.0026989	0.0032158	0.0007205	0.0279976	0.0657424	-63.9733	-0.0057907	0.0168	-0.0016842	22.17494	120.8926	31.77382	0.005722	0.00055218	0.0025425	-99	3.25
30:03:38:85	665	-0.84818	-0.00049014	-0.00031113	0.52971	0.0033321	0.0047417	-0.0019932	0.0287536	0.0599917	-63.9714	0.0010004	0.00020313	-0.0037155	22.17494	120.8926	31.76515	0.0059967	0.00062656	0.00031638	-98	3.5
30:03:39:05	666	-0.84805	-0.00051314	-0.00034549	0.52992	0.0046272	0.0044594	-0.0030537	0.0288872	0.0647348	-64	0.01651	0.007	-0.0090027	22.17494	120.8926	31.77279	0.0069504	-0.00052357	-0.0025425	-99	0.25
30:03:39:25	667	-0.84812	-0.00047012	-0.00032952	0.5298	0.0029259	0.0061607	-0.0041313	0.0256849	0.0605666	-63.9844	-0.0052643	0.014481	0.0053978	22.17494	120.8926	31.77589	0.0077362	0.00061464	-0.0033684	-101	-2.25
30:03:39:44	668	-0.84796	-0.00050354	-0.00034229	0.53005	0.0024891	0.0030594	0.00031829	0.0281379	0.0638445	-64.0183	0.0031872	0.0054131	0.003479	22.17494	120.8926	31.78845	0.006485	0.00034094	0.0003674	-99	-4.75
30:03:39:64	669	-0.84787	-0.00051124	-0.00029341	0.5302	0.0028362	0.0055237	-0.0011358	0.0318445	0.0595685	-64.0381	0.01561	-0.0010061	-0.01545	22.17494	120.8926	31.78948	0.0072403	-0.00073576	-0.00059223	-101	0.5
30:03:39:83	670	-0.84783	-0.0005046	-0.00031371	0.53027	0.0040321	0.0033894	-0.0020695	0.0299616	0.0611394	-64.0472	-0.0090332	-0.0082855	-0.010101	22.17494	120.8926	31.78195	0.0073013	0.00010884	-0.0021591	-98	-1.25
30:03:40:03	671	-0.84779	-0.00048598	-0.00030654	0.53034	0.0023212	0.0032635	0.001214	0.0285838	0.0593143	-64.0565	-0.012016	0.0036068	-0.0041122	22.17494	120.8926	31.79385	0.0079575	3.71E-05	-0.00028777	-99	-2.5
30:03:40:23	672	-0.8477	-0.00048675	-0.00031358	0.53048	-0.0001986	0.0081711	-0.0039444	0.0282202	0.0600497	-64.076	0.00079727	0.012352	0.0026283	22.17494	120.8926	31.79793	0.0075378	-6.16E-05	0.00071335	-98	-3.5
30:03:40:42	673	-0.84773	-0.0004654	-0.00030333	0.53043	0.0017557	0.0057487	-0.0018196	0.0267734	0.0577543	-64.0685	-0.020416	-0.016891	-0.0032635	22.17494	120.8926	31.8062	0.0053978	0.0010557	0.0024509	-98	-1.75
30:03:40:62	674	-0.84772	-0.00046457	-0.0002921	0.53044	0.0037785	0.0051308	-0.002615	0.0273748	0.0566136	-64.0699	-0.014	-0.018311	-0.006752	22.17494	120.8926	31.79987	0.0052299	0.001214	0.00047779	-98	-1.75
30:03:40:82	675	-0.84763	-0.0004785	-0.0002945	0.53059	0.0053215	0.0028133	-0.0003159	0.0285714	0.0576982	-64.0903	-0.01973	0.011589	0.0035496	22.17494	120.8926	31.80749	0.0051765	0.00098038	0.00019133	-99	-1
30:03:41:01	676	-0.84755	-0.0004938	-0.00025845	0.53071	0.0051804	0.0030918	-0.0027847	0.0322412	0.0551323	-64.1075	-0.014648	-0.011932	-0.0037899	22.17494	120.8926	31.81378	0.0042839	0.00082064	0.0027657	-101	-0.75
30:03:41:21	677	-0.84749	-0.00048725	-0.00021943	0.5308	0.0064087	0.00059605	0.0001421	0.0339719	0.0509476	-64.1197	-0.0038414	-0.0021	-0.0038319	22.17494	120.8926	31.82453	0.0031853	-0.00047421	0.0056686	-99	-4.25
30:03:41:41	678	-0.8474	-0.00051362	-0.0002024	0.53096	0.006794	0.0028305	-0.0027657	0.0375603	0.0509036	-64.1401	0.029587	-0.018631	-0.024078	22.17494	120.8926	31.83277	0.0020962	-0.00037289	0.0058937	-98	-3.75
30:03:41:60	679	-0.84739	-0.00049661	-0.00025668	0.53096	0.0073547	0.0015116	-0.00017869	0.032606	0.0551407	-64.1412	-0.0090637	-0.016418	-0.0092316	22.17494	120.8926	31.82756	0.0025253	0.00041604	0.0041809	-99	-4
30:03:41:80	680	-0.8474	-0.00047393	-0.00022781	0.53095	0.0064392	0.0048981	-0.0066566	0.0321605	0.0509563	-64.1391	-0.0271	0.0023422	-0.0048523	22.17494	120.8926	31.83006	0.0038013	0.00091457	0.0016012	-97	-4.75
30:03:41:99	681	-0.84737	-0.00050059	-0.00017059	0.53101	0.0075912	0.00015426	-0.0016708	0.0382276	0.0470248	-64.1473	0.029922	-0.0030975	-0.011749	22.17494	120.8926	31.8358	0.0037308	0.0018234	0.0016937	-98	-2.75
30:03:42:19	682	-0.84734	-0.00051204	-0.00016734	0.53105	0.0069237	0.0042343	-0.0049744	0.0395352	0.0474078	-64.1522	0.042267	0.01062	-0.013161	22.17494	120.8926	31.84527	0.0018091	0.0023556	0.0041466	-96	-5.5
30:03:42:39	683	-0.84726	-0.00050891	-0.00020184	0.53118	0.0077705	-0.00022578	0.0003221	0.0371233	0.0505733	-64.1703	0.0059738	0.010109	0.00070477	22.17494	120.8926	31.85542	0.0015659	0.00064659	0.0048332	-95	-5.75
