UTC	Pack_count	q0	q1	q2	q3	RollRate	PitchRate	YawRate	Roll	Pitch	Yaw	FreeAccX	FreeAccY	FreeAccZ	Lat	Long	Height	VelX	VelY	VelZ	LoRaRSSI	LoRaSNR
30:02:16:87	247	-0.8639	-0.00081797	-0.00026479	0.50367	0.00045776	0.0070915	-0.0011272	0.065692	0.0734231	-60.4859	0.033203	-0.012985	-0.0092239	22.17494	120.8926	31.3996	0.0019245	-0.00025749	-0.01136	-98	2.5
30:02:17:07	248	-0.86387	-0.00081822	-0.00031047	0.50372	0.0043335	0.0016298	0.0012779	0.0630763	0.0779623	-60.4923	-0.044098	0.0025196	0.0080566	22.17494	120.8926	31.41109	-0.00029063	-0.00021005	-0.0099792	-97	3.5
30:02:17:26	249	-0.86373	-0.00085339	-0.00020414	0.50395	0.0077858	0.0022373	-0.0054779	0.0726769	0.0694868	-60.5233	0.0051956	-0.0025768	-0.0044632	22.17494	120.8926	31.41753	-8.92E-05	0.0016584	-0.0093002	-98	3.25
30:02:17:46	250	-0.86362	-0.00085553	-0.00025797	0.50415	0.0043297	0.0029812	0.00017881	0.0697632	0.0749543	-60.5494	0.012665	0.031799	0.0083084	22.17494	120.8926	31.4255	0.0015354	0.0020313	-0.0042229	-97	3.5
30:02:17:66	251	-0.86372	-0.00083644	-0.00022341	0.50397	0.0051956	0.0008955	0.0023994	0.0698844	0.0704165	-60.5262	-0.011124	-0.016861	-0.0016966	22.17494	120.8926	31.42717	-0.00039339	0.00094461	-0.0038242	-97	3.25
30:02:17:85	252	-0.86368	-0.00080294	-0.00032768	0.50405	0.0052643	0.001195	0.00058031	0.0605409	0.0788076	-60.536	-0.071167	0.0010672	0.017624	22.17494	120.8926	31.38843	-0.00030851	0.0008359	-0.012253	-97	3.5
30:02:18:05	253	-0.86361	-0.0007998	-0.00024399	0.50415	0.0046997	0.0043678	-0.0052071	0.0650543	0.0703519	-60.5505	0.00037622	-0.033783	-0.014305	22.17494	120.8926	31.40361	0.00090122	0.0020142	-0.0067673	-97	3.25
30:02:18:25	254	-0.86359	-0.00082386	-0.00025895	0.50419	0.0057526	0.001565	-0.00080252	0.0665687	0.0732254	-60.5551	-1.54E-05	0.028198	0.01355	22.17494	120.8926	31.40538	0.0004673	0.0021324	-0.0094528	-98	3
30:02:18:44	255	-0.86355	-0.00079504	-0.00025027	0.50427	0.0036869	0.0031567	-0.00011653	0.0642109	0.070707	-60.5659	-0.037354	-0.0053291	0.005928	22.17494	120.8926	31.41699	-0.00093794	0.0038719	-0.0059853	-97	3
30:02:18:64	256	-0.86358	-0.00078011	-0.00032786	0.50422	0.0026474	0.005188	-0.0025749	0.0582557	0.0775183	-60.5588	-0.072449	-0.023438	0.0075912	22.17494	120.8926	31.42442	-0.0013247	0.0018816	-0.0033455	-97	3.25
30:02:18:83	257	-0.86356	-0.00078585	-0.00026917	0.50424	0.0071602	0.0030804	-0.0063095	0.0622119	0.0720437	-60.5623	-0.053162	0.00066137	0.017166	22.17494	120.8926	31.38745	-0.0022087	0.0025654	-0.010498	-97	3
30:02:19:03	258	-0.86349	-0.00079794	-0.00026285	0.50437	0.0074844	0.0051308	-0.0085678	0.0637633	0.0721263	-60.5786	-0.0087814	-0.027451	-0.0027752	22.17494	120.8926	31.40296	-0.0014076	0.0024185	-0.0056038	-97	2.5
30:02:19:23	259	-0.86342	-0.00081319	-0.00019855	0.50448	0.010231	0.00016356	-0.0040627	0.0689804	0.0666546	-60.5934	-0.027405	0.00073481	0.0072021	22.17494	120.8926	31.40405	-0.002367	0.0028954	-0.005455	-97	2.5
30:02:19:42	260	-0.86339	-0.00080081	-0.00022192	0.50453	0.0052567	0.0021896	-0.0021839	0.0663997	0.0682555	-60.6006	-0.033722	0.0074425	0.0025635	22.17494	120.8926	31.41467	-0.0029125	0.0043335	-0.0024967	-98	2.75
30:02:19:62	261	-0.86337	-0.00080401	-0.00026704	0.50458	0.0022068	0.0029678	0.0014915	0.0641039	0.072908	-60.6066	-0.0016241	-0.0033226	-0.0039043	22.17494	120.8926	31.37915	-0.0024548	0.0038719	-0.0091248	-97	2.5
30:02:19:82	262	-0.86345	-0.00079718	-0.00027868	0.50444	0.0031281	0.0057564	-0.0022907	0.0627668	0.0736543	-60.5882	-0.019226	-0.0059395	0.00014305	22.17494	120.8926	31.38047	-0.002594	0.0019722	-0.011261	-97	1.5
30:02:20:01	263	-0.86332	-0.00081062	-0.00023495	0.50465	0.0064392	0.00068283	-0.00068569	0.0666065	0.0701211	-60.6168	-0.033844	0.0071182	0.0063286	22.17494	120.8926	31.38599	-0.0036201	0.0037479	-0.0099411	-98	3
30:02:20:21	264	-0.86332	-0.00082297	-0.0002146	0.50465	0.0046501	0.0065155	-0.0053177	0.0690057	0.0688217	-60.6167	-0.014183	0.0037365	0.0051422	22.17494	120.8926	31.39321	-0.0043983	0.0031166	-0.0067177	-98	1.5
30:02:20:41	265	-0.86336	-0.00079343	-0.00025615	0.50459	0.0011921	0.0054436	0.0013971	0.0636857	0.0712197	-60.6087	-0.012787	-0.012634	0.00051689	22.17494	120.8926	31.40074	-0.0030804	0.002758	-0.0020981	-98	1.25
30:02:20:60	266	-0.86333	-0.00081169	-0.00029945	0.50465	0.0012627	0.0081253	-0.0043716	0.0629838	0.0765636	-60.6156	-0.015793	0.0050278	0.0078659	22.17494	120.8926	31.36388	-0.0028706	0.0029144	-0.0094681	-99	2.5
30:02:20:80	267	-0.8632	-0.00081923	-0.00028621	0.50485	0.0050468	0.0020199	-0.00047112	0.0644775	0.0757046	-60.6433	-0.02243	-0.0027294	0.0023918	22.17494	120.8926	31.36896	-0.0027714	0.0035477	-0.0056496	-97	4.5
30:02:20:99	268	-0.86326	-0.00080329	-0.00023516	0.50477	0.0054016	0.0058632	-0.004467	0.0658606	0.0697264	-60.6315	-0.0149	-0.0055313	0.009613	22.17494	120.8926	31.38526	-0.0041199	0.0028419	-0.00081682	-97	3
30:02:21:19	269	-0.86321	-0.00079237	-0.00023612	0.50484	0.0036201	0.0034142	0.00094986	0.0647192	0.0691952	-60.641	0.015419	0.010353	-0.0022469	22.17494	120.8926	31.38964	-0.0032368	0.0030899	-0.0016556	-98	2.5
30:02:21:39	270	-0.86316	-0.00079399	-0.0003453	0.50492	-0.0015478	0.010864	-0.0030918	0.0585554	0.0800947	-60.6524	-0.034241	-0.0090408	0.004921	22.17494	120.8926	31.3982	-0.0019779	0.0028458	-0.0014095	-97	2.75
30:02:21:58	271	-0.86317	-0.0007741	-0.00031679	0.50491	-0.0021248	0.010773	-0.0028896	0.0582391	0.0761231	-60.6511	-0.03598	-0.01226	0.0030422	22.17494	120.8926	31.36737	-0.0025234	0.0018816	-0.0073738	-97	3.25
30:02:21:78	272	-0.86309	-0.00079449	-0.00026935	0.50505	0.0031471	0.0064278	-0.0061684	0.0629894	0.0726199	-60.6693	-0.019226	-0.017593	-0.0011034	22.17494	120.8926	31.37488	-0.002121	0.0029316	-0.0050735	-98	2.75
30:02:21:98	273	-0.86302	-0.00082339	-0.00027922	0.50518	0.0026207	0.0049744	-0.0018682	0.0652653	0.0752785	-60.6861	-0.015419	-0.0037575	0.0078506	22.17494	120.8926	31.38451	-0.0013027	0.0029125	-0.001976	-97	2.5
30:02:22:17	274	-0.86296	-0.00082212	-0.00021459	0.50528	0.0025482	0.0058174	-0.0015812	0.0688723	0.0688217	-60.6997	-0.0073586	0.010956	0.0063324	22.17494	120.8926	31.38424	-0.0021057	0.003994	-0.0027885	-97	2.5
30:02:22:37	275	-0.86291	-0.00083077	-0.00027584	0.50536	0.0012932	0.0049477	0.0018034	0.0661735	0.0753858	-60.711	-0.009491	-0.0059433	-0.0022984	22.17494	120.8926	31.34865	-0.0020256	0.0028706	-0.010582	-97	2.25
30:02:22:56	276	-0.8629	-0.00080798	-0.00027981	0.50537	0.0025864	0.0032864	-7.75E-05	0.0636898	0.0744592	-60.7117	-0.015137	-0.009201	0.0035114	22.17494	120.8926	31.3516	-0.0017643	0.0024357	-0.010674	-97	2.5
30:02:22:76	277	-0.86275	-0.00082336	-0.00027254	0.50563	0.0069923	0.0019217	-0.0055504	0.065609	0.0746505	-60.7462	-0.030807	-0.031525	0.00085163	22.17494	120.8926	31.35378	-0.002533	0.0038929	-0.011658	-97	2.5
30:02:22:96	278	-0.86279	-0.00083261	-0.00021986	0.50557	0.0057106	0.0037231	-0.0040894	0.0695811	0.0699735	-60.7384	-0.020538	-0.009079	0.0034218	22.17494	120.8926	31.36242	-0.002573	0.0032158	-0.010262	-97	2.5
30:02:23:15	279	-0.86271	-0.00084038	-0.00030035	0.50571	0.0030937	0.0060349	-0.0044098	0.0656744	0.078392	-60.7564	-0.012856	-0.0095062	0.0057945	22.17494	120.8926	31.36922	-0.001297	0.0039787	-0.0086517	-98	2.25
30:02:23:35	280	-0.8627	-0.0008266	-0.00031074	0.50572	0.0080719	0.0012579	-0.0018167	0.0637082	0.0786218	-60.7583	-0.066833	-0.005825	0.021378	22.17494	120.8926	31.33402	-0.0043945	0.0029564	-0.016113	-97	2.75
30:02:23:54	281	-0.86266	-0.00080959	-0.00032151	0.50579	0.0041275	0.0069962	-0.005394	0.0613966	0.0787052	-60.7673	-0.069702	-0.0046463	0.019791	22.17494	120.8926	31.34024	-0.0017977	0.0024261	-0.011421	-97	2.5
30:02:23:74	282	-0.86262	-0.00083379	-0.00026849	0.50586	0.0063782	0.0015707	-0.0024719	0.0668557	0.074872	-60.7763	-0.026474	-0.033356	-0.015961	22.17494	120.8926	31.34353	-0.0022259	0.0031853	-0.0048828	-97	2.5
30:02:23:94	283	-0.86257	-0.0008784	-0.00028003	0.50594	0.0079422	0.0034065	-0.0053787	0.0705894	0.0786056	-60.7871	-0.040192	-0.0058937	0.0071449	22.17494	120.8926	31.3541	-0.0026207	0.0036755	-0.00081062	-97	2.25
30:02:24:13	284	-0.86252	-0.00085764	-0.00032957	0.50603	0.0065308	0.0047188	-0.0053062	0.0656566	0.0823054	-60.7992	-0.081055	-0.0036793	0.022537	22.17494	120.8926	31.36097	-0.0032291	0.0036983	0.0012321	-97	2.75
30:02:24:33	285	-0.8625	-0.0008841	-0.00023917	0.50606	0.0058365	0.0056496	-0.0057259	0.0735101	0.0749081	-60.8041	-0.0012474	-0.036407	-0.01123	22.17494	120.8926	31.33296	-0.0028725	0.0030384	-0.004055	-97	2.75
30:02:24:52	286	-0.86249	-0.00088993	-0.00031723	0.50607	0.0051994	0.0035076	-0.00033307	0.0695595	0.0829618	-60.8048	-0.0050392	-0.021088	-0.005928	22.17494	120.8926	31.34088	-0.00048971	0.0024414	-0.0027065	-97	3.25
30:02:24:72	287	-0.86249	-0.00087695	-0.00026971	0.50608	0.0093002	0.0031204	-0.0065079	0.0710313	0.077513	-60.8059	-0.055084	0.018036	0.01136	22.17494	120.8926	31.34189	-0.0010433	0.0020752	-0.0038185	-97	2.75
30:02:24:92	288	-0.86244	-0.00093857	-0.0002178	0.50615	0.01107	-0.0025158	-0.0015078	0.0801254	0.0759629	-60.8155	0.022552	-0.0019779	-0.013626	22.17494	120.8926	31.34588	-0.0021114	0.0010519	-0.0026913	-97	2.75
30:02:25:11	289	-0.86244	-0.00092596	-0.00023327	0.50616	0.0072441	0.0038548	-0.0017376	0.0779809	0.0767607	-60.8166	0.029617	-0.013016	-0.0030041	22.17494	120.8926	31.3148	-0.0012865	-0.0010948	-0.0090866	-96	2.25
30:02:25:31	290	-0.86239	-0.00088442	-0.00031149	0.50625	0.0078659	0.00025535	-1.09E-05	0.0693308	0.0820886	-60.8284	-0.050385	0.0069389	0.011467	22.17494	120.8926	31.31159	9.97E-05	0.00038981	-0.011978	-96	2.75
30:02:25:51	291	-0.86233	-0.00092769	-0.00020525	0.50634	0.01133	0.00067568	-0.011215	0.0797618	0.0741092	-60.8413	-0.01709	-0.010071	0.0018187	22.17494	120.8926	31.31046	-0.00072861	0.00040889	-0.011215	-97	4.25
30:02:25:70	292	-0.86221	-0.00099013	-0.00016603	0.50655	0.010551	0.00094128	-0.0068398	0.0881895	0.0738768	-60.8681	0.080139	0.023041	-0.02269	22.17494	120.8926	31.31341	-0.0021954	-0.00021446	-0.0058975	-98	4.75
30:02:25:90	293	-0.86227	-0.00094668	-0.00018708	0.50644	0.0061531	0.0035858	0.0013142	0.0826839	0.0734253	-60.8541	0.068848	0.037872	-0.011559	22.17494	120.8926	31.31674	-0.0013609	-0.00014567	-0.0035591	-97	2.75
30:02:26:09	294	-0.86225	-0.00090871	-0.00030063	0.50649	0.0076828	0.0043106	-0.0054741	0.0723374	0.0824449	-60.8604	-0.049164	-0.020386	0.0043259	22.17494	120.8926	31.28419	-0.0029106	-0.0013695	-0.0093689	-97	2.25
30:02:26:29	295	-0.86211	-0.00090744	-0.00026872	0.50672	0.0097961	0.0021172	-0.010376	0.0740436	0.0792384	-60.891	-0.04068	-0.0065804	0.010254	22.17494	120.8926	31.28637	-0.002737	0.00073957	-0.0048561	-96	3
30:02:26:49	296	-0.86212	-0.00094013	-0.00021885	0.50671	0.007843	0.0012159	-0.0062752	0.0801695	0.0762091	-60.8896	0.027939	0.036163	0.013229	22.17494	120.8926	31.2872	-0.0001663	0.0012016	-0.0060883	-97	2.25
30:02:26:68	297	-0.86209	-0.00094599	-0.00022455	0.50676	0.0063667	0.0026569	-0.0025406	0.0804136	0.0771162	-60.896	0.034393	-0.0053902	-0.0093613	22.17494	120.8926	31.28937	-0.0019798	-0.00014079	-0.0075531	-98	2.75
30:02:26:88	298	-0.86205	-0.00090592	-0.00030015	0.50682	0.0072975	0.0037098	-0.0053864	0.0720582	0.0822628	-60.9045	-0.03183	-0.018402	-0.0037441	22.17494	120.8926	31.29656	-0.0024624	0.00042486	-0.0035381	-96	3.25
30:02:27:07	299	-0.86205	-0.00087702	-0.00032537	0.50682	0.0055275	0.00036001	-0.0013666	0.0677389	0.0830759	-60.9044	-0.045898	0.0069046	0.011551	22.17494	120.8926	31.27155	-0.0022717	0.00020802	-0.0084305	-97	3
30:02:27:27	300	-0.862	-0.00091153	-0.00029285	0.50691	0.0026627	0.006649	-0.0083008	0.0730278	0.0818751	-60.9165	-0.0080719	-0.023346	-0.010849	22.17494	120.8926	31.28346	0.00050735	0.0017462	-0.0022907	-97	3
30:02:27:47	301	-0.86216	-0.00094239	-0.00026364	0.50664	0.0039368	0.0039558	9.67E-05	0.0777989	0.0807587	-60.8805	0.013565	0.021805	0.010956	22.17494	120.8926	31.2914	-0.00057936	-0.00056934	-0.00071335	-97	3.25
30:02:27:66	302	-0.86214	-0.00092379	-0.00032836	0.50668	0.0056992	0.0030003	-0.00054216	0.0721998	0.0860763	-60.8855	-0.063354	-0.011215	0.010887	22.17494	120.8926	31.29955	-0.0041428	-0.00085306	0.0032463	-98	2.5
30:02:27:86	303	-0.86211	-0.00090895	-0.00026922	0.50673	0.0082092	-0.0011797	-0.00068617	0.0741628	0.079376	-60.8922	-0.041473	-0.042328	-0.0051117	22.17494	120.8926	31.2752	-0.0050659	-0.0023785	-0.0017567	-97	2.75
30:02:28:05	304	-0.86205	-0.00087306	-0.00032481	0.50682	0.0063972	0.0042534	-0.0073853	0.0673798	0.0827905	-60.9045	-0.076904	-0.018295	0.0066071	22.17494	120.8926	31.27754	-0.0028439	-0.00075674	-0.0052795	-97	3
30:02:28:25	305	-0.86212	-0.00086698	-0.00036847	0.5067	0.0043945	0.0021496	-0.0020638	0.0642559	0.0867422	-60.8891	-0.062561	-0.0024509	0.020172	22.17494	120.8926	31.28638	-0.001792	-0.0010719	-0.0034618	-98	2
30:02:28:45	306	-0.86212	-0.00088968	-0.00025864	0.50671	0.0099945	0.00059462	-0.0044479	0.0728745	0.0772102	-60.8899	-0.029602	-0.027832	0.0040359	22.17494	120.8926	31.28887	-0.0049744	-0.0025864	-0.00017226	-97	2.25
30:02:28:64	307	-0.86206	-0.00086388	-0.00033127	0.50681	0.0070915	0.0025501	-0.0029716	0.0660999	0.0828949	-60.9028	-0.056274	-0.024857	0.0094376	22.17494	120.8926	31.29484	-0.0040894	-0.0021629	0.0010462	-97	2
30:02:28:84	308	-0.86208	-0.00082816	-0.00032306	0.50677	0.0051918	0.002924	-0.0017138	0.0630513	0.0800071	-60.8974	-0.06958	-0.023743	0.013458	22.17494	120.8926	31.26812	-0.0030231	-0.0023556	-0.0035648	-97	2.25
30:02:29:03	309	-0.86199	-0.00082325	-0.000382	0.50693	0.0081635	-0.00081396	-0.0020351	0.0591274	0.0855553	-60.9195	-0.12585	-0.033417	0.022873	22.17494	120.8926	31.27518	-0.0035152	-0.001709	-0.0014887	-97	2.5
30:02:29:23	310	-0.86199	-0.00082127	-0.00036476	0.50692	0.0067253	0.00086737	-0.0029011	0.0599348	0.0837365	-60.9177	-0.077881	-0.017609	0.01622	22.17494	120.8926	31.28133	-0.002964	-0.00144	-0.00066996	-97	2.75
30:02:29:43	311	-0.86193	-0.00084005	-0.00033918	0.50703	0.011597	-0.00077486	-0.0040855	0.0632639	0.0823088	-60.9329	-0.066956	-0.0037384	0.016281	22.17494	120.8926	31.29158	-0.0050888	-0.0023708	0.0010624	-98	2.75
30:02:29:62	312	-0.86196	-0.00078395	-0.00036068	0.50698	0.0050468	0.0017748	0.0016375	0.0564798	0.0811693	-60.9259	-0.10199	-0.0096512	0.021301	22.17494	120.8926	31.26859	-0.0045052	-0.0029907	-0.0032997	-99	2.25
30:02:29:82	313	-0.86192	-0.00082624	-0.00041363	0.50705	0.0063782	0.0048218	-0.0054512	0.0575724	0.0888612	-60.935	-0.11176	-0.041748	0.023621	22.17494	120.8926	31.276	-0.0038242	-0.0033531	-0.0011253	-99	2.75
30:02:30:01	314	-0.86191	-0.00083909	-0.00030169	0.50706	0.010201	-0.00013685	-0.0052795	0.0653454	0.0785525	-60.9367	-0.072021	-0.018356	0.012451	22.17494	120.8926	31.28666	-0.0033398	-0.0020847	0.0032063	-98	2.75
30:02:30:21	315	-0.86187	-0.00086775	-0.00031765	0.50713	0.0080719	0.0018148	-0.0037613	0.067243	0.0817991	-60.945	-0.01545	-0.023575	0.0011063	22.17494	120.8926	31.29142	-0.0024433	-0.0019207	0.0044899	-98	3
30:02:30:41	316	-0.861878872	-0.000887525	-2.50E-09	-3.41E+21	-0.46191	-0.0062828	-0.0011072	8.40E-29	-2.98E-23	180	-0.058014	-0.015511	0.011093	22.17494	120.8926	31.3038	-0.0036469	-0.0030117	0.0083542	-95	-3
30:02:30:60	317	-0.86182	-0.00091487	-0.00035091	0.50721	0.013237	0.00064135	-0.0080261	0.069955	0.0878285	-60.956	-0.079102	-0.0023289	0.013626	22.17494	120.8926	31.28107	-0.0050125	-0.0037918	0.0029907	-98	2.25
30:02:30:80	318	-0.86171	-0.00085953	-0.00035134	0.5074	0.0081863	-0.00091553	-0.00049067	0.0644456	0.0846688	-60.9813	-0.074524	-0.015808	0.011307	22.17494	120.8926	31.28823	-0.0026779	-0.0028687	0.001564	-98	2.5
30:02:31:00	319	-0.86174	-0.00090503	-0.00034125	0.50734	0.0088043	0.0015593	-0.0042648	0.0695314	0.0863142	-60.974	-0.039612	-0.01458	0.0078049	22.17494	120.8926	31.29852	-0.001339	-0.0022449	0.0014753	-98	2.5
30:02:31:19	320	-0.86177	-0.00091032	-0.00036497	0.5073	0.0083618	0.00042105	-0.00041032	0.0686783	0.088961	-60.9687	-0.053864	0.0027809	0.0080719	22.17494	120.8926	31.30925	-0.0026627	-0.003088	5.61E-05	-97	2.5
30:02:31:39	321	-0.86176	-0.00090348	-0.00030338	0.50732	0.011284	0.00037193	-0.0044289	0.0715821	0.0824827	-60.9712	-0.052643	-0.0088577	0.0053215	22.17494	120.8926	31.32165	-0.0032063	-0.0022449	0.0032654	-98	2.5
30:02:31:58	322	-0.86172	-0.00090814	-0.00032071	0.50738	0.011162	-0.0023518	-0.0010223	0.0710294	0.0844695	-60.9786	-0.048462	0.015572	0.0091934	22.17494	120.8926	31.29845	-0.0027637	-0.002737	-0.0014257	-98	3
30:02:31:78	323	-0.86178	-0.00088409	-0.00030979	0.50728	0.0071983	0.0029202	-0.0053825	0.069299	0.0819846	-60.9654	-0.034454	0.00086594	0.0084076	22.17494	120.8926	31.30951	-0.0025692	-0.0019321	0.0011358	-97	2.25
30:02:31:98	324	-0.86169	-0.00090731	-0.00026527	0.50743	0.0094299	-0.001976	-0.0023556	0.0741653	0.0789506	-60.9853	-0.015213	-0.0067787	0.0078583	22.17494	120.8926	31.31757	-0.0025368	-0.00098515	0.001214	-97	2.5
30:02:32:17	325	-0.86172	-0.0008955	-0.0003202	0.50739	0.0069046	0.0026417	-0.0028038	0.0698095	0.083685	-60.9797	-0.033478	0.015869	0.016724	22.17494	120.8926	31.3277	-0.0027962	-0.0027237	4.49E-05	-97	3.25
30:02:32:37	326	-0.8617	-0.00092352	-0.00028737	0.50741	0.0074043	0.0016718	-0.002327	0.0744827	0.0820741	-60.9833	0.0027523	0.016968	0.0023327	22.17494	120.8926	31.30701	-0.0025826	-0.003437	-0.004364	-98	2.75
30:02:32:57	327	-0.8617	-0.00090732	-0.00027799	0.50742	0.0070724	0.0032864	-0.0050583	0.0734283	0.080207	-60.9844	-0.028961	-0.011169	-0.0039368	22.17494	120.8926	31.32241	-0.0035973	-0.0030518	3.58E-06	-97	2.75
30:02:32:76	328	-0.86167	-0.00089041	-0.00032761	0.50747	0.0062027	0.0033531	-0.0050011	0.0688684	0.084127	-60.9906	-0.041504	0.00089359	0.011314	22.17494	120.8926	31.33316	-0.0039291	-0.001668	0.0041428	-97	2.5
30:02:32:96	329	-0.86171	-0.00091974	-0.00030072	0.50741	0.0069046	0.0018425	-0.0036259	0.0733337	0.083172	-60.9823	-0.02121	0.030014	0.02533	22.17494	120.8926	31.34532	-0.0042877	-0.0023632	0.0048447	-96	3
30:02:33:16	330	-0.86169	-0.00092574	-0.00032198	0.50744	0.0066605	0.0048027	-0.007122	0.0726877	0.0856227	-60.9863	-0.0020237	-0.00032115	-0.00098991	22.17494	120.8926	31.35022	-0.0028267	-0.0032711	0.0015068	-96	2.5
30:02:33:35	331	-0.8617	-0.00090442	-0.00033013	0.50741	0.0071754	0.00081873	-0.00026011	0.0701108	0.0851855	-60.9829	-0.04126	-0.023422	-0.0017185	22.17494	120.8926	31.3352	-0.0038147	-0.0048637	-0.0022392	-97	2.75
30:02:33:55	332	-0.86162	-0.00092778	-0.00030857	0.50756	0.0091934	0.00038958	-0.0056419	0.0736565	0.0844285	-61.0029	-0.023697	-0.00046778	-0.0048447	22.17494	120.8926	31.34404	-0.0043678	-0.0029278	-0.0017605	-97	2.5
