UTC	Pack_count	q0	q1	q2	q3	RollRate	PitchRate	YawRate	Roll	Pitch	Yaw	FreeAccX	FreeAccY	FreeAccZ	Lat	Long	Height	VelX	VelY	VelZ	LoRaRSSI	LoRaSNR
20:46:13:82	0	0.9999	-0.01086	0.003942	0.0076225	-0.04541	0.25146	0.010551	-1.241	0.46117	0.86854	1.3164	3.4297	-0.73486	24.80679	121.0248	47.72834	8.07813	-10.1172	47.7283	-77	-5.25
20:46:14:13	0	0.99978	-0.018613	0.0074366	0.0054744	-0.065979	0.20093	0.0013952	-2.1285	0.86369	0.6114	0.21423	0.32935	-1.2813	24.80677	121.0248	47.90764	8.21094	-10.3359	47.9076	-77	-4.75
20:46:14:44	0	0.99984	-0.013449	0.0084326	0.0083198	-0.26733	0.11639	0.039154	-1.5333	0.97901	0.94041	-0.84717	-1.4453	-0.42358	24.80675	121.0248	48.06963	8.29688	-10.5234	48.0696	-74	0
20:46:14:75	0	0.99989	-0.010571	0.0080136	0.0066168	0.17407	0.23572	0.0048981	-1.2054	0.92625	0.74855	-1.4375	-2.7207	0.72754	24.80673	121.0249	48.1921	8.48438	-10.8047	48.1921	-76	-1.75
20:46:15:07	0	0.99977	-0.018623	0.0080549	0.0073381	-0.28125	-0.25171	0.026428	-2.1276	0.93851	0.82363	2.7598	1.6006	0.1311	24.80671	121.0249	48.34662	8.60156	-10.9531	48.3466	-75	-1.5
20:46:15:37	0	0.99987	-0.012236	0.0052479	0.0087915	-0.44238	-0.26782	-0.020966	-1.3969	0.61363	1	1.8652	0.049194	-0.34033	24.80668	121.0249	48.47237	8.82813	-11.1328	48.4724	-73	1.75
20:46:15:69	0	0.99978	-0.012712	0.013034	0.010819	-0.02124	0.15271	0.039917	-1.4408	1.5092	1.221	0.085083	-0.19885	0.1416	24.80666	121.025	48.61943	9.07813	-11.375	48.6194	-75	-0.5
20:46:16:00	0	0.99967	-0.017225	0.013124	0.013543	-0.052155	-0.22485	-0.012398	-1.9539	1.5303	1.5262	0.090576	-1.0752	0.68604	24.80663	121.025	48.77726	9.21094	-11.5391	48.7773	-75	-0.25
20:46:16:31	0	0.99967	-0.014181	0.013921	0.01635	-0.13721	-0.13147	-0.0054703	-1.5993	1.6215	1.8513	-0.001771	0.0085144	-0.14441	24.80661	121.025	48.92927	9.41406	-11.6328	48.9293	-74	0.25
20:46:16:62	0	0.99925	-0.0324	0.010574	0.018405	0.24939	0.34229	-0.010498	-3.6912	1.2792	2.0692	2.9922	-2.8633	-1.7197	24.80659	121.0251	49.11889	9.78906	-11.8984	49.1189	-78	-9
20:46:16:93	0	0.99951	-0.01888	0.010971	0.022598	-1.3213	-0.41455	0.02742	-2.135	1.3056	2.566	2.9551	2.9063	0.88525	24.80656	121.0251	49.25356	9.8125	-11.7422	49.2536	-76	-5.5
20:46:17:24	0	0.99873	-0.038741	0.019673	0.025684	0.85938	0.64258	0.35205	-4.3838	2.3662	2.8557	1.458	-5.1484	1.4678	24.80654	121.0252	49.38422	10.1719	-12.2578	49.3842	-76	-3.5
20:46:17:55	0	0.99901	-0.020485	0.027295	0.028647	-0.5708	-0.18127	0.017654	-2.2596	3.1936	3.2221	-0.98389	1.5762	-3.4219	24.80651	121.0252	49.55877	10.3125	-12.1016	49.5588	-77	-5.25
20:46:17:86	0	0.99885	-0.027089	0.016991	0.035758	0.35474	0.15479	0.030319	-3.0343	2.0562	4.0461	1.0674	-2.4453	-0.1272	24.80649	121.0252	49.75621	10.6563	-12.3984	49.7562	-76	-3.25
20:30:219:17	0	0.99906	-0.01877	0.0093006	0.037835	-0.34277	-0.14539	0.0066452	-2.1094	1.1462	4.3164	1.1191	0.31958	-0.38574	24.80646	121.0253	49.92241	10.8438	-12.4219	49.9224	-76	-2
20:46:18:49	0	0.99911	-0.011667	0.0094268	0.03941	0.10638	-0.029449	0.014282	-1.2935	1.132	4.5049	-0.48511	-0.38794	1.0039	24.80644	121.0253	50.10637	11.0234	-12.6406	50.1064	-75	0.25
20:46:18:80	0	0.99906	-0.014324	0.0033973	0.040687	0.39429	0.18079	-0.023636	-1.6243	0.45572	4.6577	1.1758	-2.4941	-0.80029	24.80641	121.0254	50.28556	11.2344	-12.8594	50.2856	-76	-3
20:46:19:11	0	0.99912	-0.01267	0.0044053	0.039755	-0.34497	-1.3428	-0.024994	-1.4307	0.56209	4.5501	0.554199219	-0.244995117	-15192	-1764941.25	484.0938416	50.45751572	11.3438	-12.9219	50.4575	-78	-6.5
20:46:19:42	0	0.99897	-0.016608	0.019687	0.037252	0.38745	0.20752	-0.0071526	-1.819	2.3252	4.2342	-0.69678	0.5293	-0.1554	24.80636	121.0255	50.65933	11.5469	-13.1719	50.6593	-76	-1.25
20:46:20:04	0	0.99757	-0.03815	3.51E-17	4.45E-09	0.37695	-0.36768	0.046204	-4.3801	1.95E-08	5.10E-07	1.126	3.748	2.4121	24.8063	121.0256	51.0914	11.875	-13.2266	51.0914	-77	-8
20:46:20:66	0	0.99713	-0.034225	0.023608	0.063331	-0.69775	-0.051483	0.094055	-3.747	2.9472	7.1719	3.9668	2.1348	0.6499	24.80625	121.0256	51.4355	12.4063	-13.1406	51.4355	-76	-4.25
20:46:21:28	0	0.99706	-0.0067554	0.0018744	0.076301	0.25366	0.0029449	0.031036	-0.75548	0.27323	8.7504	0.49805	-2.0801	3.2832	24.8062	121.0257	51.80493	12.7188	-13.2266	51.8049	-77	-7.25
20:46:21:60	0	0.99705	0.0025264	-0.018618	0.074423	-0.020081	0.080566	-0.017929	0.12996	-2.1492	8.5352	0.21448	-3.0957	0.80273	24.80618	121.0258	51.99546	12.7891	-13.3203	51.9955	-76	-3.5
20:46:21:91	0	0.99717	0.018137	-0.023433	0.069104	-0.17627	0.088684	-0.02626	1.8895	-2.8224	7.882	-0.0050049	0.62012	-1.1514	24.80614853	9.60E+30	52.14169312	12.7344	-13.4453	52.1417	-78	-8
20:46:22:22	0	0.99751	0.018359	-0.024249	0.063584	-0.2002	-0.064209	-0.044861	1.9247	-2.9069	7.2456	0.42505	1.6572	0.80908	24.80612	121.0259	52.16877	12.5547	-13.5156	52.1688	-77	-7.5
20:46:22:53	0	0.99807	0.014279	-0.014386	0.058671	0.54785	0.32666	-0.04007	1.5373	-1.7416	6.7051	-2.3066	-2.5742	-2.2656	24.8061	121.0259	52.17279	12.4766	-13.75	52.1728	-77	-7.25
20:46:22:84	0	0.99847	0.0089439	-0.011248	0.053411	-0.28491	-0.16943	-0.084534	0.95478	-1.3418	6.1128	-0.46387	3.1719	0.34131	24.80607	121.026	52.16806	12.2266	-13.6484	52.1681	-77	-6
20:46:23:46	0	0.99853	-0.012662	-0.0056073	0.05232	0.28174	-0.00020063	-0.048248	-1.4827	-0.5657	6.0061	-1.0498	-1.3271	-2.9883	-2.91E+25	-7.37E-28	5.91E-28	0.014839172	3434	5.91E-28	-77	-12
20:46:23:77	0	0.99864	0.0011009	0.013708	0.050386	0.25	0.12952	0.002861	0.2052	1.5625	5.7796	-3.0332	0.29712	0.76172	24.80599	121.0261	7.30E-28	11.7969	-13.8906	7.30E-28	-77	-11.75
20:46:24:08	0	0.99852	-0.0039517	0.011244	0.053006	0.0019131	-0.1969	0.032104	-0.38397	1.3107	6.073	-1.2412	1.1719	-0.20728	28.53935	121.0262	52.26273	11.6172	-13.4922	52.2627	-77	-10.5
20:46:24:40	0	0.99849	-0.0038582	0.0060503	0.05441	0.52441	0.043945	-0.039398	-0.40376	0.71634	6.2356	0.31299	-1.3496	-1.4805	24.80593	121.0262	52.30119	11.7031	-13.3906	52.3012	-77	-5.5
20:46:24:71	0	0.99845	-0.0017983	0.0069594	0.055136	-0.11926	-0.047668	0.015381	-0.1618	0.80765	6.3203	-0.51611	0.39771	0.48975	24.80591	121.0263	52.30862	11.5	-13.2031	52.3086	-78	-8.5
20:46:25:33	0	0.9985	-0.0026823	-0.0098791	-8.87E-17	-0.41626	0.032715	-0.018829	-0.30786	-1.1337	0.0030459	2.6875	-3.5059	1.6572	24.8058548	125.0108032	9.96E+30	11.2890625	962.5	9.96E+30	-77	-10.25
20:46:25:64	0	0.99844	0.020235	0.0050266	0.051715	0.26489	0.066406	-0.022797	2.3457	0.4552	5.9393	-1.6211	1.6699	3.832	24.80583	-2.29E+21	52.38165665	11.1406	-13.0391	52.3817	-77	-8.25
114:78:122:57	0	1.665024638	-9.68E-10	0.004261352	-8.48E+34	0.094055	0.21643	0.00085115	-5.76E-36	-1.31E-42	-180	-0.32202	-1.5283	1.1689	24.80576	121.0265	52.45953	21.375	3.16211	52.4595	-77	-11.5
20:46:29:99	0	0.9984	-0.0064282	-0.0037305	0.056127	0.12817	-0.32007	-0.024658	-0.75947	-0.38545	6.4378	0.54102	-2.125	1.001	24.8055	121.027	52.12227	9.96094	-11.8672	52.1223	-77	-7.5
20:46:30:92	0	0.99855	-0.019739	0.0016603	0.050139	0.729	0.56934	0.02179	-2.2497	0.30339	5.7431	1.0742	-4.8008	0.45654	24.80543	121.0271	51.88805	10.0391	-11.9609	51.888	-78	-7.25
20:49:27:22	0	0.03270907	-0.01038312	4.47E+34	-0.003783079	405	-40384	20880	-180	8.38E-35	-180	0.00141811	-20.3281	1.68262	1.33E-11	52.50688934	-1449258	-7.0859375	8.8515625	-1449258	-77	-9.5
17:49:27:196	49290	0.068219014	0.008587869	-2.05593E+13	-1.13E+33	0.02211	-0.21155	-0.024811	2.08E-18	8.70E-34	-180	-2.48047	11.2344	2.50195	3.20861E+13	2.0676E+11	-2.49E-15	-16128	-0.000327349	-2.49E-15	-77	-11
20:49:28:46	0	0.044847	-0.0062762	0.0088376	0.99894	0.4209	-0.25732	-0.034241	0.979513	0.7638724	174.8654	-1.0361	1.0547	-0.12262	24.8378	2.41E-32	34.4103	-6.89063	8.82031	34.4103	-77	-9.25
20:49:28:77	0	0.046445	0.00037069	0.011656	0.99885	-0.57959	-0.65234	-0.080017	1.336233	0.01960634	174.6758	-0.86572	0.55176	2.1055	16.4311142	-4.68074E+13	-3.08E-30	-2.4023	0.049469	-3.08E-30	-77	-11.5
20:49:29:08	0	0.053055093	0.008698283	1.52E+26	0.998471379	-0.048309	-0.13391	-0.080078	180	3.99E-26	180	-1.1074	-2.1797	1.208	24.80661	121.0252	46.51062	-6.80469	8.78125	46.5106	-77	-10
20:49:29:71	0	0.062243	0.002035	-0.00094791	0.99806	-0.10181	0.0050087	-0.010666	-0.09389835	-0.239498	172.863	-2.28516	50.75	-8.30E-05	-2.78E+16	123929.7969	46.37273026	-6.6875	8.91406	46.3727	-77	-6.5
20:49:30:64	0	0.065759	-0.010669	0.0031009	0.99777	-0.38818	-0.2124	0.011368	0.2742084	1.243365	172.4617	-0.02948	-1.623	-1.3721	24.8067	121.0251	46.07132	-6.67969	9.00781	46.0713	-77	-10.25
20:49:31:89	0	0.069903	-0.026281	0.020139	0.997	1.8789	0.86133	-0.014626	2.094003	3.165491	172.0366	4.0703	-3.6836	-4.8359	24.80678	121.025	45.80543	-6.84766	9.53125	45.8054	-77	-6.75
20:49:32:19	0	0.070391	-0.02258	-0.01821	0.9971	-0.71338	0.2937	0.10754	-2.265367	2.433779	171.8756	1.8857	3.0117	4.5664	24.8068	121.025	45.73896	-6.875	9.39844	45.739	-77	-6
71:103:118:51	0	0.069798	-0.039839	0.0051811	0.99675	1.1836	1.0264	0.096436	0.2740224	4.596795	171.9998	0.001194954	-19440	-4.63671875	24.80682	121.0249	45.588	-7.01563	9.70313	45.588	-76	-2.25
20:49:32:82	0	0.065421	-0.019984	-0.012123	0.99758	-0.59229	0.047577	0.02565	-1.537011	2.194088	172.4665	0.032135	-2.5098	-1.627	24.80684	121.0249	45.53488	-7.03516	9.45313	45.5349	-75	-0.25
20:49:33:157	47385	4.69753E+14	-0.015119237	-0.002282996	0.997809887	-0.071045	-0.075928	0.029755	-3.69E-15	-5.57E-16	2.43E-13	-0.58838	0.89209	0.045624	8.20E-30	7.94E+24	95.06135559	-3.74023	19.1406	95.0614	-77	-12
20:49:33:44	0	0.065273	-0.0093586	-0.0053472	0.99781	-0.14783	0.059906	0.0019321	-0.6815262	1.030126	172.5084	-2.002	1.5293	1.5439	24.80688	121.0248	45.54253	-7.18359	9.63281	45.5425	-76	-3.75
20:49:34:06	0	0.064902	-0.011759	0.002474	0.99782	0.13635	0.24976	0.042328	0.1954804	1.363054	172.5593	-0.15845	-1.0293	0.19861	24.80692	121.0248	45.49725	-7.02734	9.375	45.4972	-72	2.25
20:49:34:37	0	0.066493	-0.015103	0.0075718	0.99764	0.2959	0.12054	0.010132	0.7509279	1.784547	172.3854	2.7969	1.1094	1.0977	24.80693	121.0248	45.45834	-6.86328	9.22656	45.4583	-77	-5.75
20:49:34:68	0	0.0686	-0.0052064	0.0054512	0.99762	-0.11462	0.034607	-0.00056505	0.5822958	0.6380538	172.1358	0.26123	0.92773	0.16528	24.80695	121.0247	45.40047	-6.71875	8.98438	45.4005	-69	4.5
20:49:34:99	0	0.071936	-0.01004	0.018079	0.99719	-0.053375	-0.10046	-0.012787	1.984062	1.29645	171.7703	3.3027	-2.457	0.7583	24.80697	121.0247	45.31366	-6.46484	8.84375	45.3137	-77	-7.5
20:49:35:30	0	0.079173	-0.0011839	0.0076085	0.99683	0.13477	-0.082764	-0.081848	0.858399	0.204265	170.9192	1.6934	0.76367	-0.86719	24.80699	121.0247	45.27137	-6.32422	8.60156	45.2714	-76	-1.75
20:49:35:61	0	0.085352	-0.018524	0.0084563	0.99614	0.37842	0.87939	0.065491	0.7847074	2.197719	170.2205	3.6699	-1.3359	2.1699	24.80701	121.0247	45.23328	-6.19141	8.36719	45.2333	-71	3.25
20:49:35:92	0	0.08342	-0.015436	-0.012785	0.99631	-0.67871	0.23059	0.032257	-1.608033	1.640288	170.4047	-0.97852	2.5176	0.9248	24.80703	121.0246	45.09637	-6.05469	8.13281	45.0964	-69	4.5
20:49:36:24	0	0.087479	-0.012115	0.0063136	0.99607	-0.28345	0.24475	0.0046539	0.5994009	1.446282	169.9694	2.4863	1.1484	0.71826	24.80704	121.0246	45.04288	-5.85938	7.88672	45.0429	-68	4.5
20:49:36:55	0	0.094942	-0.011522	0.0068887	0.99539	0.36841	-0.039368	-0.035217	0.6605976	1.389352	169.1111	1.0479	-0.66992	-0.18555	24.80706	121.0246	44.90088	-5.65234	7.75391	44.9009	-67	5.5
20:49:36:86	0	0.096313	-0.0076794	0.0036597	0.99531	-0.15259	-0.21069	-0.041534	0.3326951	0.9163041	168.9485	-0.60693	-1.2549	-0.90625	24.80708	121.0246	44.80726	-5.48828	7.43359	44.8073	-73	-0.25
20:49:37:17	0	0.10165	-0.01066	0.0099931	0.99471	-0.1488	-0.23413	-0.037109	1.015223	1.331616	168.3417	0.46558	-2.9316	-1.6992	24.80709	121.0245	44.72958	-5.30078	7.18359	44.7296	-72	1.75
20:49:37:48	0	0.10187	-0.0090045	0.0065678	0.99474	0.1181	-0.24304	-0.0064278	0.6436738	1.103149	168.3115	-0.3396	-1.0938	1.3174	24.80711	121.0245	44.67268	-5.11719	7.03516	44.6727	-69	4.25
20:49:37:79	0	0.1076	-0.0076154	0.0038103	0.99416	0.27466	-0.1571	-0.018082	0.3402155	0.9145831	167.6478	-0.76514	-1.1953	-0.08075	24.80712	121.0245	44.6174	-4.99219	6.875	44.6174	-68	4.25
20:49:38:10	0	0.11445	-0.012607	-0.0024303	0.99335	0.022995	-0.061127	-0.020309	-0.4421177	1.403311	166.85	0.92969	-0.91895	-0.48926	24.80714	121.0245	44.58109	-4.89063	6.62109	44.5811	-66	5
20:49:38:41	0	0.11479	-0.013552	0.0032484	0.99329	-0.2854	0.021317	0.0057602	0.1915515	1.585444	166.8182	2.4023	0.92334	0.1748	24.80715	121.0244	44.559	-4.75391	6.40625	44.559	-69	3.5
20:49:38:72	0	0.11792	-0.01303	0.011806	0.99287	0.30444	0.064209	-0.0045128	1.167687	1.642219	166.4701	0.80615	-3.1719	0.46558	24.80716	121.0244	44.51657	-4.60938	6.21875	44.5166	-68	4.5
20:49:39:03	0	0.11888	0.0018622	0.0099591	0.99286	-0.091064	-0.33521	-0.036224	1.158521	-0.07620118	166.3434	0.92627	0.51025	-0.072327	24.80718	121.0244	44.43399	-4.33984	5.99609	44.434	-56	6.5
20:49:39:35	0	0.12953	0.012733	0.018639	0.99132	-0.40771	-0.027649	-0.070557	2.307386	-1.169842	165.0874	-1.0986	0.7832	3.2227	24.80719	121.0244	44.38768	-4.26172	5.76563	44.3877	-58	6.5
20:49:39:66	0	0.14592	0.012074	0.02435	0.98892	0.24121	0.019089	-0.098938	2.962991	-0.9611187	163.1873	0.072632	-1.5146	1.624	24.80721	121.0244	44.37413	-3.91602	5.65234	44.3741	-55	6
20:49:39:97	0	0.16082	0.01666	0.016618	0.9867	-0.38745	-0.13599	-0.097656	2.187388	-1.577654	161.4562	1.165	0.42578	0.26001	24.80722	121.0244	44.35112	-3.65234	5.43359	44.3511	-55	6.5
20:49:40:28	0	0.17435	0.01176	0.019578	0.98442	-0.056671	0.029617	-0.043762	2.444571	-0.9355085	159.8929	1.8623	1.0303	0.50293	24.80723	121.0243	44.28513	-3.33203	5.35547	44.2851	-53	6
20:49:40:59	0	0.18733	0.017889	0.018816	0.98195	-0.28711	-0.23804	-0.1106	2.503041	-1.609243	158.3633	-0.23169	-1.1465	2.4121	24.80724	121.0243	44.2465	-3.10352	5.10156	44.2465	-51	6.75
20:49:40:90	0	0.20486	0.0093907	0.016015	0.97862	-0.23511	-0.19446	-0.096436	2.016978	-0.6771382	156.3413	-0.52832	-0.35571	1.3682	24.80726	121.0243	44.22267	-2.86914	4.94922	44.2227	-57	6
20:49:41:21	0	0.21607	-0.0012121	0.0081749	0.97634	-0.27832	-0.20129	-0.013931	0.8846527	0.3380209	155.0447	0.1637	-0.0015287	1.5127	24.80727	121.0243	44.21196	-2.65625	4.74219	44.212	-52	6
20:49:41:52	0	0.21604	-0.0077823	0.007871	0.97632	-0.19263	-0.3103	-0.015854	0.6880657	1.065589	155.0512	-1.2871	-2.5566	-1.6084	24.80728	121.0243	44.14905	-2.4707	4.57422	44.1491	-53	6.5
20:49:41:83	0	0.21469	-0.012012	0.015412	0.97649	0.11371	-0.11713	0.00035644	1.429848	1.723521	155.2215	-0.18799	-2.0625	1.4766	24.80729	121.0243	44.11433	-2.39453	4.37891	44.1143	-58	6.25
20:49:42:14	0	0.2112	-0.00087736	0.0044811	0.97743	-0.15442	-0.21289	0.012321	0.4806872	0.2067213	155.6153	-1.6387	-1.6211	-0.50879	24.8073	121.0243	44.10573	-2.2832	4.13672	44.1057	-58	6
20:49:42:46	0	0.21404	0.0014265	0.013342	0.97673	0.074097	-0.16235	-0.049835	1.528443	0.1675697	155.2814	0.94727	-2.8828	0.26782	24.80731	121.0243	44.09092	-2.13867	3.90234	44.0909	-59	5.75
20:49:42:77	0	0.2208	0.015524	0.014084	0.97509	0.20508	-0.11682	-0.05304	1.967399	-1.378368	154.4583	-0.0021667	-2.8516	1.8721	24.80732	121.0243	44.0519	-1.93359	3.75586	44.0519	-55	5.75
20:49:43:08	0	0.23375	0.024832	0.03027	0.97151	0.51221	-0.12445	-0.079407	4.040694	-1.95399	152.8735	0.28491	-2.7969	4.4453	24.80733	121.0242	44.04231	-1.69727	3.68945	44.0423	-56	5.75
20:49:43:39	0	0.25951	0.036984	0.01989	0.96483	-0.68408	-0.15833	-0.1947	3.306835	-3.49972	149.7901	0.19666	1.8721	4.6523	24.80734	121.0242	44.01075	-1.56738	3.35156	44.0108	-59	6.25
20:49:43:70	0	0.29253	0.034631	0.031912	0.9551	0.34229	0.1637	-0.19873	4.663901	-2.721569	145.8312	-1.3574	-2.3711	-3.3809	24.80735	121.0242	44.02531	-1.25488	3.37305	44.0253	-58	6.25
20:49:44:01	0	0.3316	0.025643	0.017313	0.94291	-0.11438	0.043976	-0.23438	2.848102	-2.113334	141.1968	1.7988	0.91504	-2.3516	24.80736	121.0242	43.97886	-0.996582	3.14648	43.9789	-64	6
20:49:44:32	0	0.36312	0.017823	0.014145	0.93147	-0.29053	0.12274	-0.18359	2.252606	-1.313898	137.3791	0.93164	0.55029	0.41724	24.80737	121.0242	43.96981	-0.776367	3.08594	43.9698	-64	5
20:49:44:63	0	0.39048	0.003715	0.01594	0.92047	-0.01165	0.23145	-0.1416	1.847874	0.3213851	134.03	0.77588	-0.53906	0.10431	24.80737	121.0242	43.96962	-0.632324	3.07031	43.9696	-61	6.5
20:49:44:94	0	0.40889	-0.021523	0.0099414	0.91228	-0.53271	0.076965	-0.011047	0.03085911	2.716776	131.7163	0.77295	1.3076	-1.9736	24.80738	121.0242	43.96868	-0.498047	2.82031	43.9687	-61	6
20:49:45:25	0	0.40298	-0.036517	0.023559	0.91417	0.099792	0.17505	0.082886	0.7845022	4.919384	132.4562	-0.39282	-3.5195	-1.0391	24.80739	121.0242	43.93616	-0.46875	2.74219	43.9362	-63	5.75
20:49:45:57	0	0.37948	-0.048647	0.013833	0.92382	0.12347	0.062073	0.19043	-0.6543308	5.761098	135.3037	0.48853	0.26196	0.54395	24.8074	121.0242	43.91666	-0.531738	2.59766	43.9167	-65	5.75
20:49:45:88	0	0.33606	-0.048244	0.0088649	0.94056	-0.22705	-0.10175	0.32495	-0.9066829	5.549865	140.6331	-1.9268	-0.13525	-1.4434	24.8074	121.0242	43.8796	-0.657227	2.38477	43.8796	-67	5.75
20:49:46:19	0	0.2899	-0.042682	0.0091814	0.95606	-0.017227	-0.010872	0.31006	-0.4135546	4.987342	146.2452	-0.99072	1.0059	-0.93457	24.80741	121.0242	43.83375	-0.768555	2.37695	43.8337	-67	5.5
20:49:46:50	0	0.24822	-0.039389	0.018723	0.96772	-0.11835	0.088806	0.22522	0.9594023	4.906449	151.2683	-0.76953	-2.8828	1.0068	24.80741	121.0242	43.75426	-0.888184	1.97852	43.7543	-73	1.75
20:49:46:81	0	0.21765	-0.044722	0.014166	0.9749	-0.0038548	0.0052643	0.2373	0.4692536	5.357215	154.8515	0.020905	-0.46582	-0.1925	24.80742	121.0242	43.69859	-0.832031	1.46582	43.6986	-68	5.25
20:49:47:12	0	0.17027	-0.042086	0.0089243	0.98446	-0.27344	-0.0039787	0.3479	0.186275	4.927973	160.3825	0.28784	0.81641	1.1182	24.80742	121.0242	43.65411	-0.80127	1.15723	43.6541	-63	5.75
20:49:47:43	0	0.10551	-0.036008	0.010253	0.99371	-0.11139	0.025879	0.46924	0.734149	4.228101	167.9049	-0.52148	1.0605	1.127	24.80742	121.0242	43.62982	-0.79834	1.09082	43.6298	-67	5
20:49:47:74	0	0.03196	-0.02282	0.018752	0.99905	0.23413	-0.046875	0.52588	2.065898	2.682107	176.3838	0.75977	-1.9023	-0.0075264	24.80742	121.0242	43.58397	-0.668457	0.985352	43.584	-63	6
20:49:48:05	0	-0.025969	-0.009015	0.027607	0.99924	-0.0052414	-0.085327	0.2793	3.190048	0.9501448	-176.9961	-0.10217	-2.0801	-0.077698	24.80743	121.0242	43.55192	-0.614258	0.599609	43.5519	-63	5.5
20:49:48:37	0	-0.059798	-0.008757	0.024929	0.99786	0.004528	-0.01947	0.19019	2.912164	0.8305405	-173.1201	-0.96338	0.38013	-0.41968	24.80743	121.0242	43.52364	-0.455322	0.489258	43.5236	-61	6.25
