UTC	Pack_count	q0	q1	q2	q3	RollRate	PitchRate	YawRate	Roll	Pitch	Yaw	FreeAccX	FreeAccY	FreeAccZ	Lat	Long	Height	VelX	VelY	VelZ	LoRaRSSI	LoRaSNR
21:09:09:82	0	0.98959	-0.080132	0.10653	-0.054208	-0.0093842	-0.0092773	-0.00085878	-10.0049	11.6629	-7.2952	-0.082764	-0.42749	0.066345	24.80714	121.0242	56.66479	0.0244141	0.0451355	56.6648	-41	5.5
21:09:10:13	0	0.9896	-0.080046	0.10654	-0.054166	-0.027069	0.016022	-0.0033188	-9.9945	11.665	-7.28942	-0.037537	-0.016891	0.0083618	24.80714	121.0242	56.64649	0.0439148	0.0609741	56.6465	-41	5
21:09:10:44	0	0.98974	-0.078883	0.10608	-0.054163	-0.0039864	0.016388	-0.00099754	-9.85453	11.6209	-7.27	0.076111	0.097717	-0.010658	24.80714	121.0242	56.614	0.0380249	0.0538635	56.614	-39	-0.5
21:09:10:75	0	0.98968	-0.078411	0.10689	-0.054485	0.018188	-0.0016413	0.003067	-9.81113	11.7147	-7.3112	-0.20911	0.10242	-0.0079651	24.80714	121.0242	56.61679	0.0256042	0.042572	56.6168	-42	6
21:09:11:06	0	0.9896	-0.079808	0.1067	-0.054254	0.023331	0.0061226	-0.0018291	-9.96923	11.6839	-7.29874	-0.17529	-0.12177	0.05658	24.80714	121.0242	56.59888	0.027771	0.0413513	56.5989	-41	6.75
21:09:11:37	0	0.98967	-0.079819	0.10605	-0.054148	0.0023613	0.012939	-0.0035439	-9.96314	11.6112	-7.279	0.055603	0.027786	0.01001	24.80714	121.0242	56.60132	0.0386353	0.0513	56.6013	-41	6.75
21:09:11:68	0	0.9897	-0.079676	0.1059	-0.054071	0.012383	0.011124	-0.00040412	-9.94415	11.5957	-7.26651	0.023773	0.10626	0.0071106	24.80714	121.0242	56.5836	0.0259247	0.037262	56.5836	-41	6.75
21:09:12:00	0	0.98969	-0.079536	0.10604	-0.054236	0.021835	0.0099335	-0.0024242	-9.93107	11.6111	-7.28566	0.020218	-0.053864	0.019791	24.80714	121.0242	56.59837	0.0247192	0.0336304	56.5984	-42	6.25
21:09:12:31	0	0.98965	-0.079533	0.10632	-0.054469	-0.00073624	0.0017338	-0.0016928	-9.93619	11.6407	-7.31598	-0.011826	-0.052826	0.022919	24.80714	121.0242	56.59607	0.0257263	0.0391235	56.5961	-42	4.75
21:09:12:62	0	0.98969	-0.079467	0.10605	-0.054273	0.0036678	0.0022831	-0.0024757	-9.92358	11.6123	-7.28924	-0.011986	0.035706	-0.0043907	24.80714	121.0242	56.58933	0.0237427	0.0386047	56.5893	-40	6.25
21:09:12:93	0	0.98969	-0.079074	0.10627	-0.054549	0.013832	0.0083694	-0.0033836	-9.88318	11.6382	-7.31933	-0.029282	0.12128	-0.027878	24.80714	121.0242	56.58467	0.0243988	0.0370483	56.5847	-42	6.25
21:09:13:24	0	0.98966	-0.078894	0.10655	-0.054653	0.0033646	0.0088577	0.0030937	-9.86605	11.6696	-7.33246	-0.038544	-0.055603	0.03598	24.80714	121.0242	56.57171	0.0243378	0.0383911	56.5717	-40	-1
21:09:13:55	0	0.98968	-0.079644	0.10597	-0.054328	-0.015045	-0.009079	0.00087404	-9.94415	11.6018	-7.29693	0.017365	-0.029297	0.0040207	24.80714	121.0242	56.55468	0.0206146	0.0424805	56.5547	-41	4.75
21:09:13:86	0	0.98966	-0.079405	0.1062	-0.054661	0.0089417	0.0029259	-0.00051403	-9.92231	11.6261	-7.33537	0.032532	0.042084	-0.0072136	24.80714	121.0242	56.56058	0.0222778	0.0372314	56.5606	-40	-0.25
21:09:14:17	0	0.98967	-0.078925	0.10638	-0.054894	-0.0031834	0.014534	0.0036411	-9.87092	11.6484	-7.35894	0.031799	0.0037708	-0.010841	24.80715	121.0242	56.55898	0.0277557	0.0420837	56.559	-38	-0.75
21:09:14:48	0	0.98972	-0.078328	0.1063	-0.054904	-0.00076962	-0.0057182	-0.0016851	-9.8007	11.6435	-7.3521	-0.0044937	-0.0026588	0.024948	24.80715	121.0242	56.54224	0.0213623	0.0387268	56.5422	-36	-1
21:09:14:80	0	0.98967	-0.079436	0.10601	-0.054747	-0.018143	0.0016823	-0.0038471	-9.92515	11.6031	-7.34348	0.064758	-0.097046	0.056366	24.80715	121.0242	56.53123	0.0196686	0.0372314	56.5312	-38	-0.5
21:09:15:10	0	0.98968	-0.079185	0.10613	-0.054706	3.61E-05	0.0074272	0.0021725	-9.89651	11.6192	-7.33722	0.041321	-0.045959	0.0005064	24.80715	121.0242	56.52393	0.0255585	0.0389404	56.5239	-37	-0.75
21:09:15:42	0	0.98964	-0.079583	0.1062	-0.054767	-0.011841	0.014847	-0.0023003	-9.94436	11.6238	-7.34984	-0.023956	-0.022614	0.0027504	24.80715	121.0242	56.52485	0.0258026	0.0420837	56.5248	-42	5.75
21:09:15:73	0	0.98969	-0.079114	0.10602	-0.054978	0.0095367	0.0050316	-0.00026083	-9.89039	11.6039	-7.36652	0.035828	-0.064758	0.021896	24.80715	121.0242	56.48323	0.0232544	0.0369263	56.4832	-42	3.75
21:09:16:04	0	0.98966	-0.07977	0.10589	-0.05474	-0.018204	-0.0081024	0.0045662	-9.96278	11.5867	-7.34512	0.0046997	-0.062317	0.027832	24.80715	121.0242	56.46366	0.0199738	0.0392761	56.4637	-43	4.75
21:09:16:35	0	0.98966	-0.079534	0.10601	-0.05486	0.012146	0.011833	-0.00010329	-9.93786	11.6017	-7.35778	0.053711	-0.039063	0.010506	24.80715	121.0242	56.45	0.0233612	0.0327759	56.45	-39	6
21:09:16:66	0	0.98973	-0.07911	0.10578	-0.054744	0.0076027	-0.008812	0.0032444	-9.88494	11.579	-7.33657	-0.045929	0.11938	0.0021172	24.80715	121.0242	56.43629	0.0154572	0.0279388	56.4363	-39	6.5
21:09:16:97	0	0.98967	-0.079329	0.10601	-0.054922	0.017838	0.0091629	0.0012684	-9.91481	11.6028	-7.36261	0.010689	-0.025421	0.020813	24.80715	121.0242	56.41209	0.0222321	0.028717	56.4121	-40	6.5
21:09:17:28	0	0.9896	-0.080215	0.10615	-0.054756	-0.013046	0.0031528	0.0044518	-10.0174	11.6139	-7.35542	-0.0672	-0.12103	0.051819	24.80715	121.0242	56.40942	0.0203552	0.0305786	56.4094	-40	7
21:09:17:59	0	0.98971	-0.079086	0.10593	-0.054789	-0.0067368	-0.0054245	0.0037022	-9.88409	11.596	-7.34324	-0.040649	0.11572	-0.010826	24.80715	121.0242	56.39907	0.0192871	0.0289917	56.3991	-39	5.5
21:09:17:91	0	0.98963	-0.079692	0.10614	-0.054887	0.003336	0.013916	0.0031853	-9.95793	11.6152	-7.36437	-0.035248	-0.010376	0.018738	24.80715	121.0242	56.39018	0.0205841	0.0291595	56.3902	-40	6.5
21:09:18:22	0	0.98971	-0.078994	0.10593	-0.054925	0.010117	0.0037022	0.0018978	-9.87491	11.5955	-7.35801	-0.033875	0.11041	0.00063801	24.80715	121.0242	56.37326	0.0155716	0.0249786	56.3733	-40	6.5
21:09:18:53	0	0.98965	-0.079505	0.10612	-0.054928	0.0043526	0.01194	0.0064888	-9.93635	11.613	-7.36655	-0.085693	-0.044128	0.0019159	24.80715	121.0242	56.35493	0.0103912	0.0162506	56.3549	-40	6.5
21:09:18:84	0	0.98964	-0.079788	0.10591	-0.054983	0.0057411	-0.009079	0.0028152	-9.9679	11.5865	-7.37379	-0.024902	-0.049652	0.033051	24.80715	121.0242	56.34657	0.00556946	0.0279846	56.3466	-41	6.25
21:09:19:15	0	0.98959	-0.079461	0.10647	-0.055308	0.0063133	-0.0091705	0.0037098	-9.93907	11.6502	-7.41439	-0.083679	0.12097	-0.050323	24.80715	121.0242	56.29582	0.00557709	0.0288544	56.2958	-41	6.75
21:09:19:46	0	0.98963	-0.079733	0.10597	-0.055239	-0.016144	0.0041466	-0.001008	-9.96506	11.5913	-7.40364	0.04718	-0.066162	0.040924	24.80715	121.0242	56.24257	0.00193214	0.0317688	56.2426	-41	7
21:09:19:77	0	0.98959	-0.079354	0.10645	-0.055485	-0.00076437	0.0021973	-0.00030541	-9.92846	11.6468	-7.43331	-0.087097	0.022812	0.039459	24.80715	121.0242	56.22221	-0.000393391	0.0261383	56.2222	-41	6.75
21:09:20:08	0	0.98962	-0.078986	0.10643	-0.055621	-0.0074425	0.011833	-0.00058985	-9.88705	11.646	-7.44463	-0.029877	0.075745	-0.0092621	24.80715	121.0242	56.22195	0.00427246	0.0283508	56.2219	-40	-0.5
21:09:20:39	0	0.98959	-0.079386	0.10636	-0.055609	0.010345	0.0089951	-0.0010729	-9.93279	11.6353	-7.44714	-0.004509	-0.0014076	0.036316	24.80715	121.0242	56.21278	0.00344658	0.0271454	56.2128	-39	-0.25
21:09:20:71	0	0.9896	-0.079686	0.10615	-0.055453	0.0076332	0.0083389	-0.0007515	-9.9639	11.6108	-7.43009	0.051544	-0.03418	0.014313	24.80715	121.0242	56.20258	0.00156116	0.0234985	56.2026	-42	6.25
21:09:21:01	0	0.98958	-0.079525	0.10633	-0.055597	-0.0062256	0.00045896	-0.0015154	-9.94857	11.6312	-7.44704	0.031204	0.012505	0.019547	24.80715	121.0242	56.19748	0.00224876	0.0267181	56.1975	-42	4.75
21:09:21:33	0	0.98952	-0.07992	0.10663	-0.055616	0.0055275	0.0043716	0.00097322	-9.99772	11.6615	-7.45742	-0.0054626	-0.01796	0.044403	24.80715	121.0242	56.19013	0.00189304	0.0242462	56.1901	-41	3.25
21:09:21:64	0	0.98947	-0.080068	0.10688	-0.055823	-0.0097122	0.0056	-0.001236	-10.0199	11.6878	-7.4862	-0.017288	-0.075867	0.031403	24.80715	121.0242	56.18988	0.00758743	0.0273438	56.1899	-41	2.75
21:09:21:95	0	0.98956	-0.079377	0.1065	-0.05596	-0.014557	0.031235	0.0021992	-9.93722	11.6473	-7.48934	0.14038	0.13257	-0.078125	24.80715	121.0242	56.17663	0.0168304	0.02948	56.1766	-41	6.5
21:09:22:26	0	0.9895	-0.079631	0.10679	-0.05602	0.0088043	-0.0073547	0.0027065	-9.97038	11.6786	-7.50288	-0.020294	0.059509	0.018448	24.80715	121.0242	56.18416	0.00317574	0.0197144	56.1842	-41	6.5
21:09:22:57	0	0.98947	-0.080004	0.10682	-0.056001	0.0057793	0.0062981	0.00029063	-10.014	11.6793	-7.50541	-0.046875	-0.09967	0.026245	24.80715	121.0242	56.18923	0.00392151	0.0184021	56.1892	-41	6.5
21:09:22:88	0	0.9895	-0.079849	0.10665	-0.056029	-0.014076	0.0057793	-0.001936	-9.99458	11.661	-7.50487	0.017273	-0.013733	0.010712	24.80715	121.0242	56.19183	0.00930023	0.0258942	56.1918	-41	6.25
21:09:23:19	0	0.98949	-0.079773	0.10672	-0.056108	-0.001049	0.0020943	0.0022354	-9.98735	11.6688	-7.51389	0.088501	0.062256	-0.0025139	24.80715	121.0242	56.20407	0.00617218	0.0214386	56.2041	-43	2.25
21:09:23:50	0	0.9895	-0.079672	0.10671	-0.056218	0.010483	0.0048637	0.0055237	-9.97681	11.6674	-7.52543	0.10327	0.062439	0.014175	24.80715	121.0242	56.21823	0.00686646	0.0158234	56.2182	-41	5.5
21:09:23:82	0	0.98967	-0.079473	0.1053	-0.05611	0.0078278	-0.019501	-0.005188	-9.93852	11.5085	-7.49395	0.72119	0.094299	0.17883	24.80715	121.0242	56.21705	0.0140228	0.0155411	56.217	-41	6.5
21:09:24:12	0	0.98947	-0.080335	0.10647	-0.056149	-0.048096	0.013718	0.0073357	-10.0507	11.6351	-7.5223	0.070313	-0.15271	0.078186	24.80715	121.0242	56.21196	0.00809479	0.0232086	56.212	-41	6.5
21:09:24:44	0	0.98952	-0.079252	0.10666	-0.056433	-0.021301	-0.011055	0.0039825	-9.92976	11.6616	-7.54467	-0.032654	0.12683	-0.0011549	24.80715	121.0242	56.20659	0.00481415	0.0221252	56.2066	-42	6.75
21:09:24:75	0	0.98938	-0.079262	0.10789	-0.056637	0.0041809	0.089417	0.0056915	-9.94558	11.8012	-7.58314	-0.57275	0.16162	-0.30615	24.80715	121.0242	56.21965	0.0182495	0.0222626	56.2197	-42	6.5
21:09:25:06	0	0.98948	-0.079955	0.10653	-0.056438	0.058167	0.0065041	-0.0032959	-10.0105	11.6419	-7.55209	-0.049805	-0.23596	0.02478	24.80715	121.0242	56.23493	0.00959015	0.00872803	56.2349	-42	6.75
21:09:25:37	0	0.98941	-0.080327	0.10675	-0.056749	-0.022583	0.0084152	-0.004303	-10.0597	11.6615	-7.59527	-0.28589	-0.28955	0.37695	24.80715	121.0242	56.24751	0.00222778	0.0183411	56.2475	-42	6.75
21:09:25:68	0	0.98949	-0.078681	0.10724	-0.056716	0.03775	-0.0025711	-0.0062561	-9.87236	11.7301	-7.57766	-0.34888	0.17834	0.087341	24.80715	121.0242	56.2397	0.00478745	0.0179596	56.2397	-41	6
21:09:25:99	0	0.98953	-0.079448	0.10634	-0.056701	0.032745	0.010033	-0.0017977	-9.95267	11.6212	-7.57435	0.18542	-0.061493	-0.0076218	24.80715	121.0242	56.25965	0.00764465	0.0110092	56.2597	-41	6.75
21:09:26:30	0	0.98945	-0.080009	0.10664	-0.056656	-0.0076866	0.01059	-0.0027599	-10.0205	11.6521	-7.57941	-0.014122	-0.09845	-0.028564	24.80715	121.0242	56.25399	0.00918579	0.016098	56.254	-41	6.75
21:09:26:61	0	0.98945	-0.080054	0.10666	-0.056634	-0.0088654	0.01255	0.0010614	-10.0256	11.654	-7.57757	-0.064453	-0.090088	0.026291	24.80715	121.0242	56.24795	0.0092926	0.0171967	56.2479	-41	6.25
21:09:26:92	0	0.98948	-0.079833	0.10646	-0.056692	-0.0033703	0.0029411	-0.00050783	-9.99859	11.6326	-7.5794	0.0093918	-0.026871	0.030899	24.80715	121.0242	56.25647	0.00888824	0.0171509	56.2565	-40	6.5
21:09:27:23	0	0.98947	-0.079802	0.10654	-0.056816	-0.0014744	0.0036373	-0.00098133	-9.99711	11.6398	-7.5942	-0.00031567	0.0084152	0.011284	24.80715	121.0242	56.23504	0.00480652	0.0166016	56.235	-41	6.75
21:09:27:55	0	0.98947	-0.079734	0.10654	-0.056894	0.0036507	0.0054626	0.00028062	-9.99016	11.6401	-7.60255	0.0080109	-0.0017996	0.0065155	24.80715	121.0242	56.23135	0.00357056	0.0131226	56.2313	-38	6.25
21:09:27:86	0	0.98949	-0.079642	0.10645	-0.056882	-1.07E-05	0.0052605	-0.0004847	-9.97845	11.6301	-7.59898	0.02327	0.011452	-0.0020275	24.80715	121.0242	56.23361	0.0064888	0.0172729	56.2336	-41	4.75
21:09:28:17	0	0.98948	-0.079735	0.10644	-0.056881	0.0035286	0.0032616	0.0034161	-9.98911	11.6286	-7.59985	0.01516	-0.0017576	-0.0020638	24.80715	121.0242	56.22791	0.00395584	0.0172882	56.2279	-41	6.5
21:09:28:48	0	0.98948	-0.079709	0.10648	-0.056927	0.0027695	-9.10E-05	0.0039215	-9.98709	11.6335	-7.60544	-0.012222	-0.0099869	0.028473	24.80715	121.0242	56.22727	0.00460434	0.0160828	56.2273	-40	6.75
21:09:28:79	0	0.98947	-0.079748	0.10651	-0.057002	0.00034833	0.0031528	0.0030041	-9.99286	11.6361	-7.61495	-0.0096512	-0.028427	0.017609	24.80715	121.0242	56.23635	0.00499725	0.015976	56.2364	-41	6.75
21:09:29:10	0	0.98947	-0.079822	0.10646	-0.056964	0.0018835	0.0011292	0.0033379	-10.0005	11.6299	-7.61079	-0.022278	-0.020523	0.012695	24.80715	121.0242	56.23864	0.00494766	0.0143738	56.2386	-41	6.25
21:09:29:41	0	0.98948	-0.079808	0.1064	-0.05698	0.00029469	0.00097752	0.0029583	-9.99844	11.6223	-7.6117	-0.0043564	-0.012787	0.010925	24.80715	121.0242	56.24591	0.00503159	0.0152283	56.2459	-41	6.25
21:09:29:73	0	0.98948	-0.079737	0.10643	-0.057034	0.0029011	0.0013475	0.0027485	-9.99113	11.6261	-7.6176	-0.01339	0.00024045	0.018417	24.80715	121.0242	56.23696	0.00312996	0.0133514	56.237	-41	7
21:09:30:03	0	0.98944	-0.079992	0.10652	-0.057118	-0.0023956	-0.0016947	0.0050659	-10.0227	11.6337	-7.63134	-0.061005	-0.13599	0.028091	24.80715	121.0242	56.25093	-0.000107169	0.0119171	56.2509	-41	7
21:09:30:35	0	0.98945	-0.079981	0.10643	-0.057153	-0.0034809	-0.0036583	0.0014753	-10.0209	11.6226	-7.63422	-0.031342	-0.034912	0.00035191	24.80715	121.0242	56.25846	0.00216103	0.013649	56.2585	-41	6.75
21:09:30:66	0	0.98947	-0.079716	0.1064	-0.057232	0.002142	0.0026417	0.0012302	-9.99065	11.6206	-7.63996	0.0027523	0.020432	0.0046959	24.80715	121.0242	56.27605	0.00400925	0.014801	56.276	-41	6.75
21:09:30:97	0	0.98945	-0.079893	0.10647	-0.057254	-0.00179	0.0056686	-0.00086021	-10.0122	11.6268	-7.64534	-0.049988	-0.012581	0.0064621	24.80715	121.0242	56.25837	0.00199318	0.0139771	56.2584	-41	6.75
21:09:31:28	0	0.98948	-0.079631	0.10627	-0.057355	-0.010078	0.012192	-0.0023518	-9.98092	11.6056	-7.65167	-0.019928	0.044891	0.0088348	24.80716	121.0242	56.25392	0.00625229	0.018631	56.2539	-42	6.5
21:09:31:59	0	0.9895	-0.079646	0.10605	-0.057365	0.0048866	0.00016212	-0.0019894	-9.98063	11.5797	-7.65037	0.057465	-0.01458	0.024323	24.80716	121.0242	56.25985	0.0011158	0.011322	56.2598	-41	6.25
21:09:31:90	0	0.98948	-0.079575	0.10626	-0.057418	-0.0020428	0.0038929	8.76E-05	-9.97507	11.6045	-7.65822	0.041382	0.06781	4.58E-05	24.80716	121.0242	56.25702	0.00355911	0.0119476	56.257	-40	6.75
21:09:32:21	0	0.98952	-0.079113	0.10626	-0.057485	0.0044556	0.0032349	0.0010452	-9.92207	11.6071	-7.66059	-0.077881	0.12549	-0.09198	24.80716	121.0242	56.24014	0.00244141	0.0155029	56.2401	-41	6.5
21:09:32:52	0	0.98981	-0.076917	0.10519	-0.057422	0.010551	-0.0055885	-0.00060797	-9.655	11.5018	-7.61498	0.024658	0.19824	0.041199	24.80716	121.0242	56.25591	-0.00217056	0.00887299	56.2559	-41	6.75
21:09:32:83	0	0.98972	-0.077962	0.10537	-0.057291	-0.00057745	0.0092468	0.0015545	-9.77694	11.5161	-7.61408	-0.10663	-0.074341	-0.013771	24.80716	121.0242	56.26335	0.00582504	0.0112457	56.2634	-41	6.75
21:09:33:14	0	0.98969	-0.078142	0.10539	-0.057457	0.011391	-0.0057106	-0.0028553	-9.80006	11.5152	-7.63573	0.010223	0.021515	-0.0079346	24.80716	121.0242	56.27855	0.00576782	0.0129166	56.2786	-41	6.5
21:09:33:46	0	0.98972	-0.07826	0.10504	-0.057424	0.024521	-0.012352	-0.0012255	-9.81	11.4749	-7.62927	0.2854	0.13733	0.069336	24.80716	121.0242	56.28205	0.00674438	0.0161133	56.2821	-42	6
21:09:33:76	0	0.98947	-0.079774	0.10622	-0.057458	-0.0010042	0.0098114	0.00072527	-9.99837	11.5976	-7.6648	-0.13208	-0.18079	0.10089	24.80716	121.0242	56.30688	0.00350571	0.012085	56.3069	-42	5.75
21:09:34:08	0	0.98952	-0.079357	0.10604	-0.05754	-0.0057411	0.011238	-0.0013065	-9.94893	11.5792	-7.66724	-0.042816	-0.031372	-0.01741	24.80716	121.0242	56.32011	0.0108261	0.0188141	56.3201	-42	6.75
21:09:34:39	0	0.98956	-0.079461	0.1056	-0.057498	0.0077744	-0.0081635	-0.00091982	-9.95618	11.5288	-7.65845	0.050781	-0.00086641	-0.012535	24.80716	121.0242	56.31736	0.00496674	0.0129089	56.3174	-40	1.75
21:09:34:70	0	0.98954	-0.079415	0.10576	-0.057602	0.01165	-0.0090408	0.0037308	-9.95355	11.5463	-7.67181	-0.059021	-0.070129	0.012009	24.80716	121.0242	56.33141	-0.00269127	0.0079422	56.3314	-40	6.75
21:09:35:01	0	0.98959	-0.078961	0.10566	-0.05751	0.0043602	0.010307	-0.00035453	-9.89863	11.5395	-7.65462	-0.032135	-0.076416	0.024033	24.80716	121.0242	56.33798	0.0147934	0.0161743	56.338	-38	6.25
21:09:35:32	0	0.98956	-0.079427	0.10562	-0.057461	-0.0049591	0.0027943	0.00077057	-9.952	11.532	-7.65391	0.078186	0.08075	-0.0033302	24.80716	121.0242	56.36139	0.0147705	0.0179596	56.3614	-37	6
21:09:35:63	0	0.98952	-0.079387	0.10588	-0.057751	0.0069313	0.0050125	0.0027733	-9.9533	11.5587	-7.69019	0.071533	0.11938	0.0045433	24.80716	121.0242	56.34969	0.0112381	0.0115356	56.3497	-40	6.25
21:09:35:94	0	0.98955	-0.079078	0.10585	-0.057796	0.00052357	0.0040016	0.00097418	-9.91745	11.5569	-7.69142	0.050415	0.0025673	0.043823	24.80716	121.0242	56.32369	0.010582	0.0133591	56.3237	-41	6.75
21:09:36:25	0	0.98945	-0.078743	0.10682	-0.058094	0.0072403	0.012856	-0.00010282	-9.89174	11.6684	-7.73358	-0.08136	0.016678	-0.044922	24.80716	121.0242	56.33889	0.0179138	0.0115891	56.3389	-40	6.5
21:09:36:57	0	0.98947	-0.078994	0.10649	-0.058106	-1.78E-05	-0.0010805	0.0012236	-9.91774	11.6281	-7.73396	-0.043854	-0.1615	0.032257	24.80716	121.0242	56.32954	0.0127716	0.0131683	56.3295	-40	6
21:09:36:87	0	0.98947	-0.079004	0.10645	-0.058083	-0.018326	-0.0023041	0.002634	-9.91818	11.6231	-7.73094	-0.037048	0.063965	0.0059471	24.80716	121.0242	56.30465	0.0156555	0.0178223	56.3047	-39	5.75
21:09:37:19	0	0.98947	-0.078901	0.10648	-0.058265	0.011139	0.0006032	0.00026703	-9.90872	11.6262	-7.75125	-0.013756	0.054993	-0.0030212	24.80716	121.0242	56.27014	0.0148697	0.0123901	56.2701	-39	5.75
21:09:37:50	0	0.98946	-0.079215	0.10636	-0.058126	-0.020599	0.0029869	0.0037518	-9.94238	11.6113	-7.73738	0.0070534	0.015083	0.022736	24.80716	121.0242	56.26704	0.0150909	0.0145111	56.267	-39	5.75
21:09:37:81	0	0.98949	-0.078406	0.10651	-0.05839	-0.0067101	-0.0022011	0.00028944	-9.85272	11.6319	-7.76027	-0.00077438	0.18494	-0.0098343	24.80716	121.0242	56.2647	0.0152359	0.0133209	56.2647	-40	5.75
21:09:38:12	0	0.98942	-0.07884	0.10684	-0.058481	0.0081863	0.01796	0.0014048	-9.90768	11.6651	-7.77984	-0.020309	0.030365	0.032806	24.80716	121.0242	56.26492	0.0197449	0.0100632	56.2649	-40	6.25
21:09:38:43	0	0.98946	-0.078632	0.10653	-0.058555	0.016327	0.0060081	0.00094938	-9.8812	11.6307	-7.78236	0.17529	0.013855	0.017685	24.80716	121.0242	56.25333	0.0216827	0.0101166	56.2533	-39	6.25
21:09:38:74	0	0.98941	-0.07981	0.10637	-0.058139	-0.03302	-0.0047226	0.0052986	-10.0119	11.6072	-7.74594	-0.07373	0.054749	0.0081177	24.80716	121.0242	56.25282	0.0220642	0.0187683	56.2528	-40	6.25
21:09:39:05	0	0.98942	-0.079311	0.10654	-0.05841	0.0017328	0.0053368	0.0026112	-9.95871	11.6284	-7.77361	0.010658	-0.010674	0.012032	24.80716	121.0242	56.24805	0.0239563	0.0111313	56.248	-40	6.75
21:09:39:36	0	0.98945	-0.078497	0.1067	-0.058672	-0.013031	-0.0029697	0.0010481	-9.86866	11.6506	-7.79641	0.11774	0.13367	-0.035583	24.80716	121.0242	56.22158	0.0235138	0.0112228	56.2216	-40	6.75
21:09:39:67	0	0.98939	-0.07856	0.1072	-0.058761	0.004425	0.0089722	0.0034733	-9.88201	11.7058	-7.81328	-0.02887	0.045807	0.013077	24.80716	121.0242	56.21566	0.0243835	0.00624847	56.2157	-40	6.25
21:09:39:99	0	0.9894	-0.07932	0.10662	-0.058586	-0.00091505	0.0014038	0.001667	-9.96268	11.6352	-7.79508	0.01741	-0.043091	0.013191	24.80716	121.0242	56.2095	0.0252075	0.00696564	56.2095	-40	6.25
21:09:40:30	0	0.9894	-0.079567	0.1064	-0.058559	-0.0042572	0.0020752	-0.0022564	-9.98893	11.6091	-7.79232	-0.012291	-0.0060959	0.0034294	24.80716	121.0242	56.22455	0.0253448	0.00444412	56.2245	-39	6
21:09:40:61	0	0.9894	-0.079227	0.10658	-0.058761	0.0026035	0.0055847	-0.00069857	-9.95349	11.6299	-7.81388	-0.015747	0.065979	-0.0026588	24.80716	121.0242	56.23161	0.0267487	0.00431442	56.2316	-40	7
21:09:40:92	0	0.98938	-0.079199	0.10674	-0.058908	-0.0015965	0.0080338	-0.0018206	-9.95351	11.6468	-7.83245	-0.019363	0.021896	0.0028877	24.80716	121.0242	56.23353	0.0283051	0.00566101	56.2335	-41	6.5
21:09:41:23	0	0.98935	-0.079214	0.10685	-0.059037	-0.0030766	0.0074272	0.00056648	-9.95798	11.6582	-7.84895	-0.019928	-0.015045	0.027817	24.80716	121.0242	56.22273	0.0296631	0.00585175	56.2227	-40	6.75
21:09:41:54	0	0.98938	-0.07873	0.1069	-0.059132	0.013428	0.0045433	0.0028687	-9.90307	11.6663	-7.85482	-0.00019538	0.017181	0.014992	24.80716	121.0242	56.23135	0.0310059	0.00194645	56.2313	-40	6.5
21:09:41:85	0	0.98936	-0.079277	0.10678	-0.059037	-0.0063248	-0.012489	-0.00078201	-9.96457	11.6492	-7.84888	-0.062805	0.058624	0.016815	24.80716	121.0242	56.25402	0.0290833	0.00291443	56.254	-40	6.75
21:09:42:16	0	0.98938	-0.078938	0.10674	-0.059168	0.0018892	0.0068092	0.0016899	-9.92612	11.6459	-7.85955	0.057312	0.10278	-0.0037212	24.80716	121.0242	56.25969	0.0364685	0.00367546	56.2597	-40	6.75
21:09:42:48	0	0.98933	-0.079456	0.10678	-0.059177	0.0089417	0.019196	0.0024776	-9.98702	11.6467	-7.86721	0.056122	-0.089722	0.016144	24.80716	121.0242	56.26072	0.0382385	0.000770569	56.2607	-42	6.5
21:09:42:78	0	0.98933	-0.079516	0.10675	-0.059147	-0.0080032	0.0028248	0.0060997	-9.99335	11.6431	-7.86417	0.020111	-0.055115	0.0054588	24.80716	121.0242	56.26855	0.0354614	0.00177193	56.2686	-42	6.5
21:09:43:10	0	0.98936	-0.079227	0.10666	-0.05936	-0.0091629	-0.0055122	0.00082874	-9.96129	11.6328	-7.88431	0.052856	0.036896	0.0011435	24.80716	121.0242	56.28992	0.0345459	0.00141525	56.2899	-41	6.5
21:09:43:41	0	0.98931	-0.079066	0.10714	-0.059549	0.0093002	0.012886	0.0046654	-9.94958	11.6869	-7.91012	-0.01857	0.018921	-0.011597	24.80716	121.0242	56.30662	0.039856	-0.00159645	56.3066	-40	6.25
21:09:43:72	0	0.98928	-0.079	0.10734	-0.059705	-0.002779	0.003746	0.00099945	-9.94586	11.7087	-7.92975	-0.027527	-0.039795	-0.0043869	24.80716	121.0242	56.32208	0.0384216	0.00193882	56.3221	-40	7
21:09:44:03	0	0.98931	-0.07905	0.10705	-0.059684	0.0084229	-0.0010309	1.30E-05	-9.94849	11.6761	-7.92454	0.00066566	-0.021729	0.020935	24.80716	121.0242	56.34375	0.0386658	-0.00097084	56.3438	-41	6.5
21:09:44:34	0	0.9893	-0.078989	0.10712	-0.059799	0.024109	0.0064163	-0.00012529	-9.94348	11.683	-7.93803	0.02684	-0.059143	-0.0071793	24.80716	121.0242	56.36772	0.0412292	-0.0024662	56.3677	-42	6.25
21:09:44:65	0	0.98928	-0.079298	0.10708	-0.05981	0.0014982	0.0024681	-0.0027599	-9.97913	11.6759	-7.94252	0.0578	-0.10754	0.026779	24.80716	121.0242	56.38614	0.0454407	0.00375175	56.3861	-40	6.5
