UTC	Pack_count	q0	q1	q2	q3	RollRate	PitchRate	YawRate	Roll	Pitch	Yaw	FreeAccX	FreeAccY	FreeAccZ	Lat	Long	Height	VelX	VelY	VelZ	LoRaRSSI	LoRaSNR
21:09:44:96	0	0.9893	-0.079342	0.10685	-0.059788	-0.0094223	0.011108	0.00049353	-9.98166	11.6494	-7.9377	0.082581	0.037872	-0.0092697	24.80716	121.0242	56.39247	0.0435181	0.00381851	56.3925	-39	6
21:09:45:27	0	0.98927	-0.079365	0.10705	-0.059893	0.0079956	0.0012922	-0.0010529	-9.98762	11.6708	-7.95256	-0.043121	0.046478	0.018265	24.80716	121.0242	56.39644	0.044342	0.00195503	56.3964	-39	5.75
21:09:45:58	0	0.98926	-0.078987	0.1073	-0.06007	-0.0027752	0.0088348	0.000494	-9.94817	11.7007	-7.97158	-0.062866	0.0045853	0.005394	24.80716	121.0242	56.40887	0.0475464	0.00511169	56.4089	-39	6
21:09:45:89	0	0.98925	-0.079464	0.10705	-0.060005	0.013496	0.011497	0.00023425	-10.0004	11.6694	-7.96671	0.0095367	-0.056427	-0.012596	24.80716	121.0242	56.4152	0.0498352	0.000949383	56.4152	-39	5.75
21:09:46:21	0	0.98923	-0.079838	0.10698	-0.060079	0.013596	0.01091	-0.00067329	-10.0442	11.6573	-7.9789	0.043243	-0.14136	0.039459	24.80716	121.0242	56.42375	0.0510254	0.00450134	56.4238	-40	6.25
21:09:46:51	0	0.98924	-0.079345	0.10713	-0.060246	-0.0098267	-0.0031605	-0.00046062	-9.9902	11.6765	-7.99426	0.042664	-0.047729	0.037445	24.80716	121.0242	56.43124	0.0490723	0.00627899	56.4312	-39	6
21:09:46:83	0	0.98922	-0.079696	0.10705	-0.060201	-0.010818	0.0056953	0.0034866	-10.0298	11.6657	-7.99234	-0.019989	-0.03949	0.020325	24.80716	121.0242	56.43681	0.0553284	0.00843811	56.4368	-38	6
21:09:47:14	0	0.98922	-0.079913	0.10694	-0.06021	-0.00098419	0.0018778	-0.00031114	-10.0541	11.651	-7.9945	-0.00031066	-0.14563	0.039825	24.80716	121.0242	56.43076	0.0537109	0.00785828	56.4308	-38	6.25
21:09:47:45	0	0.98928	-0.078816	0.10705	-0.06047	-0.00058985	0.002142	0.0035934	-9.93049	11.6696	-8.0131	0.05957	0.16968	0.01593	24.80716	121.0242	56.41214	0.0492249	0.00987244	56.4121	-38	5.5
21:09:47:76	0	0.98924	-0.078489	0.10749	-0.060699	0.031372	0.0081711	0.0012436	-9.89956	11.7202	-8.04101	-0.072693	0.16382	-0.027649	24.80716	121.0242	56.41034	0.0532837	0.00403214	56.4103	-39	6
21:09:48:07	0	0.9892	-0.07934	0.10728	-0.0606	0.026901	0.013489	-0.00034881	-9.99545	11.6905	-8.03712	-0.006897	-0.056824	0.0078735	24.80716	121.0242	56.4185	0.0574341	0.00386429	56.4185	-39	6.75
21:09:48:38	0	0.9892	-0.079799	0.10695	-0.06056	-0.00062799	0.001195	-0.0017681	-10.0451	11.6496	-8.03394	0.10895	-0.11743	0.027069	24.80716	121.0242	56.41751	0.0579529	0.0123291	56.4175	-40	6.75
21:09:48:69	0	0.98921	-0.079559	0.10696	-0.060721	-0.0091782	0.00065088	0.0020981	-10.019	11.6508	-8.04997	0.036011	0.11499	0.060883	24.80716	121.0242	56.40317	0.0570068	0.0153503	56.4032	-41	6.75
21:09:49:00	0	0.9892	-0.07939	0.10717	-0.060871	0.0013103	0.0063095	0.004734	-10.0033	11.6748	-8.06787	-0.0020084	0.0035496	-0.011436	24.80716	121.0242	56.40687	0.0581055	0.0108337	56.4069	-40	6.75
21:09:49:32	0	0.98914	-0.079773	0.10745	-0.060851	0.022278	0.0097122	0.00095224	-10.0506	11.7036	-8.07344	-0.10394	-0.089905	0.037231	24.80716	121.0242	56.39257	0.0598755	0.00511551	56.3926	-40	6.5
21:09:49:63	0	0.98913	-0.079427	0.10754	-0.061184	0.0016336	0.013763	-0.00094938	-10.0152	11.7143	-8.10918	0.014099	-0.16284	0.034943	24.80716	121.0242	56.39178	0.0645142	0.012001	56.3918	-40	6.5
21:09:49:94	0	0.98909	-0.080392	0.10732	-0.061013	-0.0089035	-0.0036697	0.00020576	-10.1233	11.6821	-8.0981	-0.061157	-0.22461	0.05896	24.80716	121.0242	56.40548	0.0606689	0.015007	56.4055	-40	6.5
21:09:50:25	0	0.98916	-0.079277	0.10736	-0.061268	0.011009	0.0062218	0.0081558	-9.99679	11.6939	-8.11495	-0.10321	-0.16711	-0.020233	24.80716	121.0242	56.40947	0.0641479	0.0116043	56.4095	-41	6.75
21:09:50:56	0	0.98919	-0.079154	0.10718	-0.061287	0.0076523	0.0016394	0.0046959	-9.98081	11.6733	-8.11345	0.10974	0.10553	-0.044647	24.80717	121.0242	56.42088	0.0684204	0.0119019	56.4209	-41	6.75
21:09:50:87	0	0.9891	-0.079564	0.1076	-0.061461	0.0042496	0.0075188	0.0041542	-10.035	11.7162	-8.14363	0.039307	-0.11749	0.021561	24.80717	121.0242	56.41805	0.071228	0.0154572	56.418	-41	6.75
21:09:51:18	0	0.98916	-0.079542	0.10709	-0.061398	-0.010941	0.00049353	0.0028858	-10.0264	11.6595	-8.12997	0.20471	0.12195	-0.041077	24.80717	121.0242	56.41428	0.0712891	0.0239868	56.4143	-39	5.75
21:09:51:49	0	0.98917	-0.079372	0.10711	-0.061471	-0.0075722	-0.0038872	0.0038872	-10.0076	11.6623	-8.13665	0.16577	0.083313	-0.011559	24.80717	121.0242	56.41284	0.069519	0.0152435	56.4128	-39	6
21:09:51:80	0	0.9891	-0.079319	0.10763	-0.061697	0.0014153	0.0030785	-1.65E-05	-10.0096	11.7198	-8.16848	0.032288	-0.1731	0.018753	24.80717	121.0242	56.41876	0.0717773	0.0103226	56.4188	-38	5.75
21:09:52:12	0	0.98912	-0.079947	0.10709	-0.061538	-0.043945	-0.021103	0.0019102	-10.0753	11.6548	-8.15108	0.084778	0.016724	-0.012939	24.80717	121.0242	56.43026	0.069458	0.0190582	56.4303	-39	6.25
21:09:52:42	0	0.98907	-0.079703	0.10762	-0.061708	-0.00097275	0.011497	-0.0033913	-10.0543	11.7156	-8.17432	-0.037903	-0.00060749	0.022446	24.80717	121.0242	56.42568	0.074707	0.012413	56.4257	-41	6.25
21:09:52:74	0	0.9891	-0.079501	0.10745	-0.061807	0.01149	0.014954	-0.0032539	-10.0302	11.6964	-8.18125	-0.0044289	-0.0036926	-0.0077286	24.80717	121.0242	56.41666	0.0740356	0.0125046	56.4167	-41	6.5
21:09:53:05	0	0.9891	-0.079327	0.10753	-0.061842	0.0044899	0.0094681	0.0019073	-10.0112	11.7067	-8.18423	0.0042305	-0.023804	-0.029083	24.80717	121.0242	56.40695	0.0758057	0.0134201	56.4069	-41	6.5
21:09:53:36	0	0.98906	-0.079936	0.10747	-0.061813	-0.018066	0.019806	0.0014877	-10.0811	11.6948	-8.18731	0.021469	-0.080872	0.018387	24.80717	121.0242	56.41668	0.081604	0.0209045	56.4167	-42	5.75
21:09:53:67	0	0.9891	-0.0788	0.10775	-0.062165	-0.0070305	-0.00080299	0.0018768	-9.95601	11.7337	-8.2182	0.017197	0.099426	0.031677	24.80717	121.0242	56.42001	0.0788574	0.0176697	56.42	-42	5.5
